default.payment.next.month,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6
1,80000.0,2,2,1,39,0,0,0,0,0,0,77020.0,76246.0,49428.0,34024.0,46073.0,47038.0,3179.0,1699.0,1712.0,22965.0,1706.0,1727.0
0,320000.0,1,1,1,43,0,0,0,0,0,0,110032.0,110045.0,112393.0,111541.0,114934.0,118228.0,4028.0,4000.0,5000.0,5000.0,5000.0,5000.0
0,50000.0,1,1,1,38,0,0,0,0,0,-2,47036.0,47876.0,28754.0,29137.0,-711.0,29578.0,1704.0,1200.0,583.0,711.0,30289.0,989.0
1,20000.0,2,3,1,52,2,0,0,0,0,0,18049.0,14361.0,15425.0,16460.0,17380.0,17650.0,1536.0,1600.0,1600.0,1500.0,700.0,2900.0
1,10000.0,1,2,2,29,2,2,2,2,3,2,5833.0,8162.0,8480.0,9089.0,8658.0,8372.0,2600.0,600.0,895.0,0.0,0.0,764.0
0,200000.0,2,2,2,38,-2,-2,-2,-2,-2,-2,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0
0,180000.0,2,4,1,30,0,0,0,-1,-1,-1,107337.0,101268.0,101754.0,15147.0,2187.0,7382.0,3735.0,2231.0,15147.0,2187.0,7382.0,850.0
0,10000.0,1,2,1,59,0,0,0,0,0,0,6827.0,7849.0,8704.0,8877.0,9063.0,9318.0,1290.0,1145.0,318.0,329.0,406.0,186.0
0,200000.0,2,1,2,33,0,0,0,0,0,0,147178.0,150573.0,140844.0,144245.0,135946.0,135736.0,7300.0,6550.0,7200.0,5300.0,5400.0,5240.0
0,30000.0,1,2,2,36,3,2,2,2,3,2,20424.0,19809.0,22478.0,24111.0,23447.0,24951.0,0.0,3000.0,2300.0,0.0,2500.0,0.0
1,40000.0,2,2,2,23,2,2,2,0,0,0,8160.0,9197.0,9895.0,11420.0,12723.0,14360.0,1327.0,1000.0,2000.0,1500.0,2000.0,0.0
0,300000.0,1,6,1,46,0,0,0,0,0,-1,289299.0,297003.0,300153.0,9250.0,6088.0,2497.0,15000.0,13274.0,1010.0,185.0,2497.0,2497.0
0,380000.0,1,1,2,29,-1,-1,-1,-1,-1,0,388.0,388.0,388.0,388.0,775.0,387.0,389.0,389.0,389.0,776.0,1.0,435.0
0,90000.0,2,2,1,34,0,0,0,0,0,0,18358.0,14764.0,8374.0,29525.0,28333.0,27879.0,1300.0,1300.0,22000.0,1000.0,1012.0,1400.0
0,300000.0,1,1,1,37,-1,-1,-2,-2,-2,-2,1943.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,50000.0,2,2,2,28,0,0,0,0,0,0,10051.0,14149.0,21514.0,25359.0,30400.0,39678.0,5000.0,10000.0,5000.0,5780.0,10000.0,10000.0
0,520000.0,1,1,2,34,0,0,0,0,0,0,203647.0,185853.0,178531.0,170915.0,162864.0,155297.0,6501.0,7001.0,5989.0,5701.0,6001.0,6001.0
0,230000.0,2,2,2,34,-2,-2,-2,-2,-2,-2,1716.0,1518.0,909.0,-1307.0,-3237.0,-5459.0,1518.0,1000.0,0.0,0.0,0.0,0.0
0,260000.0,2,2,1,44,1,-1,-1,-1,-1,-1,-6.0,1100.0,2527.0,1698.0,0.0,5062.0,1106.0,2527.0,1698.0,0.0,5062.0,0.0
0,50000.0,2,1,2,25,-1,0,0,0,0,0,8540.0,9875.0,11396.0,13190.0,14967.0,16551.0,1479.0,2000.0,2000.0,2000.0,2000.0,4060.0
0,50000.0,2,2,2,24,-1,0,-1,2,2,-2,18625.0,19956.0,5177.0,2071.0,0.0,0.0,2071.0,5191.0,6.0,0.0,0.0,10450.0
0,180000.0,1,1,1,39,0,0,-1,0,0,-1,274731.0,281713.0,242063.0,122295.0,-1005.0,1005.0,11000.0,145000.0,26000.0,0.0,101005.0,1898.0
0,230000.0,2,2,2,37,2,-1,2,2,-1,0,535.0,3881.0,2297.0,-3.0,3044.0,2424.0,3888.0,16.0,0.0,3047.0,12.0,0.0
0,200000.0,2,2,2,26,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,100000.0,1,1,2,26,0,-1,0,0,-1,0,1544.0,1049.0,2067.0,1944.0,389.0,1221.0,1100.0,1200.0,1000.0,500.0,1000.0,1000.0
1,80000.0,2,2,2,25,0,0,0,0,0,0,81003.0,85894.0,87061.0,89008.0,93523.0,80288.0,8213.0,3491.0,3508.0,19523.0,3288.0,1570.0
1,210000.0,2,1,1,34,-1,-1,-1,-1,-1,-1,326.0,983.0,1297.0,326.0,326.0,326.0,983.0,1297.0,326.0,326.0,326.0,326.0
0,30000.0,2,2,2,24,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,20000.0,2,3,2,23,-1,-1,-1,0,0,-1,17432.0,1165.0,19325.0,19311.0,18430.0,400.0,1165.0,19325.0,386.0,369.0,400.0,5125.0
1,50000.0,1,2,2,25,1,2,0,0,0,0,21679.0,18566.0,19918.0,19584.0,18508.0,20047.0,0.0,2000.0,1500.0,1000.0,2000.0,676.0
0,140000.0,2,1,1,34,0,0,0,0,0,0,22848.0,24459.0,26254.0,27728.0,28047.0,29315.0,2000.0,2000.0,2000.0,1000.0,1500.0,2000.0
0,250000.0,2,2,1,49,0,0,0,0,0,0,41075.0,31898.0,103675.0,91487.0,83374.0,67445.0,5000.0,94000.0,3000.0,7000.0,20006.0,30034.0
0,30000.0,2,1,2,28,0,0,0,0,0,0,6359.0,7461.0,5172.0,5931.0,7665.0,9535.0,1230.0,1241.0,1000.0,2000.0,2000.0,0.0
0,210000.0,2,2,2,28,0,0,-1,0,0,-2,2162.0,61.0,259323.0,139861.0,1684.0,826.0,61.0,130000.0,10000.0,1684.0,826.0,1793.0
0,50000.0,1,2,2,51,0,0,0,0,0,0,41700.0,42858.0,44131.0,14242.0,14525.0,14830.0,1853.0,2126.0,1237.0,520.0,539.0,542.0
0,260000.0,2,1,2,51,-1,-1,-1,-1,-1,2,12261.0,21670.0,9966.0,8517.0,22287.0,13668.0,21818.0,9966.0,8583.0,22301.0,0.0,3640.0
0,130000.0,2,2,2,23,-1,0,-1,-1,-1,-1,13429.0,2984.0,9811.0,5136.0,19040.0,2940.0,1000.0,10363.0,5177.0,19040.0,2940.0,1332.0
0,360000.0,1,1,2,30,-1,-1,-1,-1,-1,0,8195.0,99996.0,795.0,1000.0,6398.0,9418.0,100496.0,799.0,1005.0,6398.0,3020.0,3040.0
0,210000.0,2,1,1,52,-1,-1,-1,-2,-1,-1,262.0,738.0,0.0,0.0,1858.0,45.0,738.0,0.0,0.0,1858.0,45.0,3667.0
0,270000.0,2,1,1,45,0,0,0,0,0,0,96175.0,88092.0,78574.0,70330.0,61355.0,52969.0,3626.0,2700.0,3180.0,2300.0,2800.0,2009.0
1,130000.0,2,3,1,26,0,0,0,0,0,0,131724.0,130186.0,124530.0,115800.0,98268.0,83729.0,5510.0,8970.0,5239.0,5234.0,4000.0,4000.0
1,130000.0,2,2,1,28,0,0,0,0,0,2,107216.0,91888.0,83975.0,76842.0,78093.0,67557.0,4000.0,4000.0,8000.0,6000.0,0.0,2500.0
0,300000.0,2,2,1,38,0,-1,0,0,0,0,1250.0,940.0,11240.0,12137.0,15937.0,16437.0,940.0,10300.0,1200.0,4000.0,500.0,6000.0
0,60000.0,2,2,2,48,-2,-2,-2,-1,0,0,53044.0,51158.0,29452.0,1696.0,38585.0,38884.0,1607.0,1675.0,1696.0,38000.0,1500.0,1400.0
0,20000.0,1,2,2,33,1,2,0,0,0,-2,17439.0,16872.0,17483.0,9152.0,0.0,0.0,0.0,1000.0,183.0,0.0,0.0,0.0
0,70000.0,2,3,3,39,0,0,-1,0,-1,0,34244.0,32193.0,10803.0,15133.0,3148.0,4699.0,3000.0,11000.0,5000.0,3150.0,2000.0,4000.0
0,500000.0,1,1,2,30,-2,-2,-2,-2,-2,-1,24349.0,9543.0,53947.0,84388.0,26154.0,175790.0,9605.0,54218.0,84839.0,26283.0,175857.0,4914.0
0,270000.0,2,2,1,35,-1,-1,-1,-1,-1,-1,165.0,165.0,165.0,165.0,0.0,601.0,165.0,165.0,165.0,0.0,601.0,928.0
0,450000.0,2,1,1,49,1,-1,-1,-1,-1,0,0.0,557.0,0.0,2481.0,13716.0,19584.0,557.0,0.0,2481.0,13716.0,7100.0,812.0
0,170000.0,2,3,1,40,0,0,0,0,0,0,166305.0,169764.0,168441.0,171664.0,112130.0,114561.0,7800.0,8100.0,8000.0,4300.0,4400.0,4500.0
0,180000.0,1,2,1,39,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,360000.0,1,1,1,37,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,310000.0,2,2,2,24,0,0,0,0,0,0,203519.0,182513.0,161002.0,139275.0,120762.0,102598.0,6373.0,5600.0,5000.0,4500.0,3500.0,2816.0
0,20000.0,1,2,2,37,0,0,0,-2,-1,0,7440.0,15960.0,0.0,-1953.0,5985.0,6893.0,10050.0,0.0,18047.0,7985.0,1000.0,2000.0
1,20000.0,1,2,2,34,1,2,0,0,0,0,20690.0,20075.0,19492.0,19859.0,19232.0,15608.0,0.0,1500.0,805.0,7000.0,542.0,242.0
0,50000.0,2,3,1,51,0,0,0,0,0,0,45096.0,28907.0,29691.0,29104.0,28968.0,29440.0,1500.0,1508.0,1502.0,1100.0,1032.0,4500.0
0,360000.0,1,1,2,28,-1,-1,0,0,0,0,9179.0,10977.0,14190.0,16328.0,17383.0,17194.0,10977.0,8500.0,4000.0,1700.0,371.0,1150.0
0,90000.0,2,2,1,35,1,2,2,2,2,2,23132.0,22474.0,28067.0,27320.0,31199.0,30548.0,0.0,6000.0,0.0,4500.0,0.0,2000.0
0,360000.0,2,1,2,27,1,-2,-1,-1,-1,-1,0.0,0.0,830.0,0.0,1271.0,179.0,0.0,830.0,0.0,1271.0,179.0,1970.0
0,50000.0,2,1,2,29,0,0,0,0,0,0,50187.0,51318.0,47091.0,41660.0,47368.0,49317.0,3000.0,23000.0,1120.0,6000.0,2675.0,0.0
0,360000.0,1,1,1,39,-1,-1,-1,-1,-1,-1,396.0,396.0,396.0,396.0,396.0,846.0,396.0,396.0,396.0,396.0,846.0,396.0
0,70000.0,2,1,2,24,1,2,0,0,0,0,19200.0,19079.0,17695.0,17791.0,15704.0,16257.0,500.0,1300.0,1240.0,600.0,1000.0,608.0
1,20000.0,1,1,2,23,1,-2,-2,-2,-2,-2,-348.0,-738.0,-738.0,-1518.0,-1518.0,-1518.0,0.0,0.0,0.0,0.0,0.0,0.0
0,260000.0,2,3,2,49,-2,-2,-2,-2,-2,-2,-5684.0,211466.0,200304.0,2735.0,316.0,305.0,217773.0,200304.0,2759.0,316.0,305.0,2596.0
0,60000.0,2,1,2,27,-1,-1,-1,-1,-1,2,3136.0,1286.0,1047.0,-239.0,1475.0,1289.0,1286.0,1047.0,0.0,3000.0,0.0,0.0
0,500000.0,2,1,1,47,-2,-2,-2,-2,-2,-2,3634.0,296.0,966.0,6675.0,-10.0,2055.0,299.0,1169.0,6708.0,0.0,2065.0,1133.0
0,300000.0,2,1,1,30,-2,-2,-2,-2,-2,-2,0.0,0.0,811.0,1128.0,1750.0,819.0,0.0,811.0,1128.0,1760.0,819.0,753.0
0,150000.0,2,1,2,28,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,50000.0,2,2,1,32,-1,-1,-1,-1,-1,-1,316.0,282.0,316.0,316.0,316.0,316.0,282.0,350.0,316.0,316.0,316.0,316.0
0,110000.0,2,1,1,46,-1,-1,-1,-1,-1,-1,734.0,9455.0,1277.0,2170.0,16070.0,1760.0,9483.0,1338.0,2176.0,16070.0,1760.0,927.0
0,20000.0,2,2,2,23,0,0,0,-2,-2,-2,8936.0,9700.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0
1,20000.0,1,2,2,25,1,2,0,0,-1,0,20873.0,20240.0,20365.0,19565.0,9928.0,12758.0,4.0,1378.0,1203.0,15460.0,3000.0,2000.0
0,110000.0,2,2,2,42,1,2,0,0,0,0,57046.0,51005.0,48572.0,49299.0,47126.0,48215.0,0.0,2100.0,2500.0,2000.0,2250.0,1200.0
0,80000.0,1,2,2,28,0,-1,-1,-1,-1,-2,54475.0,3075.0,0.0,6150.0,0.0,0.0,6150.0,0.0,6150.0,0.0,0.0,0.0
1,50000.0,1,2,2,31,0,0,0,0,2,0,48548.0,49579.0,27496.0,20414.0,19978.0,18547.0,2032.0,1304.0,1500.0,0.0,868.0,1000.0
0,240000.0,1,1,2,40,-1,-1,-1,-1,-1,-1,1643.0,7060.0,650.0,4770.0,2515.0,37405.0,8000.0,5000.0,5000.0,0.0,40000.0,22669.0
0,280000.0,1,1,2,30,-1,-1,-1,-1,-1,-1,17913.0,380.0,5118.0,380.0,380.0,380.0,380.0,5118.0,380.0,380.0,380.0,380.0
0,50000.0,1,2,2,27,-2,-2,-2,-2,-2,-2,3043.0,2432.0,3754.0,11985.0,19332.0,0.0,2446.0,3754.0,12053.0,19332.0,0.0,0.0
0,20000.0,2,5,1,28,0,0,0,2,0,0,21501.0,21415.0,21529.0,19542.0,18547.0,17519.0,1674.0,2200.0,0.0,686.0,705.0,4176.0
0,150000.0,1,2,1,33,0,0,2,2,2,2,87721.0,87396.0,79424.0,76350.0,79721.0,77028.0,7200.0,3000.0,0.0,6000.0,0.0,3000.0
0,130000.0,1,2,1,49,0,0,0,0,0,0,130558.0,131939.0,100513.0,35288.0,34359.0,33488.0,5311.0,2502.0,1512.0,1612.0,2000.0,1000.0
0,270000.0,1,1,1,39,-2,-2,-2,-2,-1,-1,10648.0,0.0,15332.0,9094.0,225604.0,7443.0,0.0,3119.0,9124.0,225616.0,7443.0,69550.0
0,340000.0,2,3,1,47,0,0,0,2,0,0,169842.0,158469.0,154170.0,135951.0,123353.0,110723.0,7000.0,14000.0,0.0,4000.0,4000.0,5000.0
1,150000.0,2,5,2,46,0,0,-1,0,0,-2,4463.0,3034.0,1170.0,1170.0,0.0,0.0,1013.0,1170.0,0.0,0.0,0.0,0.0
0,450000.0,1,2,2,37,0,0,0,0,0,0,136655.0,146400.0,156049.0,164076.0,170885.0,177483.0,13492.0,13641.0,12168.0,9650.0,9650.0,9650.0
1,50000.0,2,1,2,23,2,2,2,2,2,2,44609.0,44579.0,46573.0,47510.0,48425.0,49502.0,1000.0,3000.0,2000.0,2000.0,2000.0,0.0
0,480000.0,2,1,1,38,0,0,0,0,0,0,384150.0,392013.0,361178.0,305024.0,289379.0,295768.0,15000.0,16000.0,12008.0,11000.0,11000.0,11000.0
0,220000.0,1,1,1,42,0,0,2,2,-2,-2,3208.0,9134.0,8820.0,1502.0,4505.0,3766.0,6000.0,0.0,0.0,3003.0,31.0,4007.0
0,230000.0,2,1,2,39,-1,-1,-1,-1,-1,0,4612.0,2906.0,23777.0,78287.0,8986.0,11666.0,2906.0,23820.0,78287.0,35890.0,11000.0,10180.0
0,180000.0,2,2,2,39,0,0,-1,-1,-2,-2,2875.0,0.0,2125.0,0.0,0.0,0.0,0.0,2125.0,0.0,0.0,0.0,0.0
0,120000.0,2,2,1,39,0,0,0,0,0,0,44630.0,37772.0,27827.0,3228.0,3294.0,0.0,1999.0,1040.0,265.0,66.0,0.0,0.0
0,150000.0,1,1,2,29,-1,0,0,0,0,-1,108756.0,152194.0,105290.0,149530.0,146455.0,141711.0,46980.0,64890.0,122080.0,106625.0,141711.0,138195.0
0,320000.0,2,2,2,50,-1,0,-1,-1,-1,-1,5714.0,7870.0,342.0,-6.0,1252.0,0.0,3000.0,342.0,2.0,1500.0,0.0,10701.0
0,50000.0,1,3,1,39,0,0,0,0,0,0,26979.0,21029.0,18765.0,19145.0,19229.0,19026.0,1328.0,1298.0,678.0,687.0,691.0,700.0
0,250000.0,1,1,2,33,0,0,0,0,0,0,28306.0,20367.0,19509.0,42394.0,46739.0,55573.0,10000.0,1504.0,25000.0,10000.0,10002.0,5200.0
1,80000.0,1,2,2,27,2,0,0,0,0,3,56789.0,58276.0,60102.0,61423.0,72197.0,71003.0,2400.0,3000.0,2500.0,11576.0,39.0,38.0
0,440000.0,2,2,1,46,0,0,0,0,0,0,180641.0,181557.0,149944.0,113135.0,105280.0,97622.0,8610.0,6907.0,3727.0,3800.0,4001.0,2701.0
0,360000.0,2,2,1,38,-1,-1,-1,0,-1,0,994.0,0.0,27566.0,28558.0,12495.0,18906.0,0.0,27566.0,2513.0,12495.0,8906.0,1841.0
0,50000.0,2,2,2,24,0,0,0,0,-2,-2,30344.0,47000.0,33034.0,0.0,0.0,0.0,20002.0,1000.0,0.0,0.0,0.0,0.0
0,10000.0,1,2,2,23,0,0,0,0,0,2,8109.0,9219.0,10200.0,9694.0,9684.0,9872.0,1400.0,1300.0,500.0,1000.0,500.0,0.0
0,30000.0,2,3,2,51,0,0,0,0,0,-1,14417.0,17261.0,20543.0,18180.0,7200.0,18183.0,9000.0,5000.0,8180.0,2200.0,18183.0,8975.0
0,50000.0,2,2,2,24,0,0,0,0,0,0,49819.0,50135.0,32101.0,17401.0,19820.0,17399.0,1672.0,1246.0,574.0,3000.0,649.0,285.0
0,250000.0,2,3,2,36,-1,0,0,0,0,0,44242.0,58876.0,73068.0,102311.0,75543.0,88283.0,25000.0,24000.0,30000.0,25000.0,30000.0,25000.0
1,80000.0,1,2,1,54,0,0,0,0,0,0,76962.0,79463.0,79761.0,30286.0,29898.0,30364.0,4000.0,3500.0,1100.0,1100.0,1200.0,1000.0
1,120000.0,2,1,2,29,0,0,0,2,0,0,6385.0,9262.0,11793.0,11307.0,14102.0,15871.0,3000.0,2691.0,0.0,3000.0,2000.0,0.0
0,80000.0,2,3,1,36,0,0,0,0,0,0,65205.0,72922.0,74943.0,75399.0,53373.0,55554.0,20000.0,5000.0,3000.0,5000.0,3000.0,3000.0
0,140000.0,1,2,1,73,0,0,0,0,0,0,135206.0,135316.0,134943.0,135772.0,138675.0,137197.0,5082.0,5008.0,5000.0,6016.0,5018.0,5264.0
0,320000.0,1,1,2,30,-2,-2,-2,-2,-2,-2,5562.0,6061.0,3829.0,933.0,5446.0,8523.0,6091.0,3848.0,937.0,5473.0,8565.0,0.0
0,170000.0,2,1,1,36,0,0,0,0,0,0,46113.0,48241.0,50255.0,51410.0,52429.0,53554.0,3182.0,3000.0,1990.0,2000.0,2000.0,3000.0
0,120000.0,2,3,2,47,-1,0,0,-1,-1,-1,7301.0,4542.0,3390.0,460.0,338.0,679.0,2327.0,1083.0,500.0,350.0,700.0,500.0
0,360000.0,2,2,1,40,-1,-1,-1,-1,-1,0,4343.0,725.0,4268.0,2085.0,26896.0,18455.0,725.0,4268.0,2085.0,13448.0,7455.0,4759.0
1,50000.0,1,2,1,37,0,0,0,0,0,0,47832.0,49020.0,48272.0,49264.0,26206.0,27823.0,2000.0,3000.0,2000.0,1000.0,2000.0,2000.0
0,150000.0,2,2,2,23,0,0,0,0,0,0,167317.0,166596.0,165990.0,161285.0,156749.0,151863.0,10000.0,10000.0,6000.0,6000.0,5500.0,5500.0
1,70000.0,2,2,2,26,2,2,2,0,0,0,71862.0,73594.0,71851.0,68539.0,49027.0,48969.0,3500.0,0.0,3100.0,1900.0,2000.0,1865.0
1,80000.0,2,1,2,23,1,-2,-2,-2,-1,-1,0.0,0.0,0.0,0.0,826.0,1803.0,0.0,0.0,0.0,826.0,1803.0,0.0
0,230000.0,2,1,1,36,-2,-2,-2,-2,-2,-2,0.0,1663.0,4777.0,1755.0,2442.0,2724.0,1663.0,4777.0,1763.0,2445.0,2727.0,17136.0
1,170000.0,1,2,1,49,2,2,2,2,2,2,26991.0,30090.0,18104.0,19050.0,18783.0,8042.0,4019.0,0.0,1060.0,0.0,807.0,0.0
1,120000.0,1,2,2,45,1,2,2,2,2,2,63911.0,62286.0,67259.0,67659.0,68937.0,70674.0,0.0,6000.0,2100.0,3000.0,3000.0,2500.0
1,50000.0,2,2,2,27,2,2,2,2,2,2,41126.0,42244.0,43264.0,43751.0,44731.0,45770.0,2100.0,2000.0,1500.0,2000.0,1900.0,1900.0
0,200000.0,1,2,1,65,-1,-1,-1,-1,-1,-1,1269.0,3784.0,5755.0,2255.0,8014.0,3635.0,3789.0,5860.0,2282.0,8042.0,3640.0,4850.0
0,80000.0,2,2,2,45,0,0,-2,-2,-2,-2,83150.0,-8000.0,0.0,0.0,0.0,0.0,0.0,8000.0,0.0,0.0,0.0,0.0
0,160000.0,2,2,2,25,0,0,0,0,0,0,45835.0,45474.0,42601.0,33581.0,29827.0,19056.0,2000.0,2000.0,1400.0,600.0,0.0,0.0
0,250000.0,1,2,1,29,1,-2,-2,-1,-1,-1,-24.0,-24.0,-24.0,746.0,7146.0,434.0,0.0,0.0,770.0,7200.0,688.0,0.0
0,170000.0,2,1,1,38,0,0,-2,-2,-2,-2,5556.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,50000.0,2,1,2,31,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,90000.0,2,2,2,26,0,0,0,2,0,0,86183.0,87561.0,92996.0,89866.0,48574.0,41746.0,4100.0,8548.0,0.0,1527.0,1617.0,1490.0
0,160000.0,2,2,1,41,1,2,0,0,0,0,99496.0,97013.0,98427.0,102250.0,102734.0,104901.0,0.0,3879.0,5459.0,3675.0,3821.0,8256.0
0,60000.0,2,2,2,24,0,0,0,0,0,0,57771.0,53334.0,0.0,41645.0,41833.0,41481.0,2336.0,1414.0,0.0,2000.0,1503.0,3200.0
0,240000.0,1,3,1,55,0,0,0,0,0,0,25631.0,27047.0,26654.0,28065.0,29503.0,32042.0,2500.0,2000.0,2000.0,2000.0,3000.0,2000.0
0,360000.0,1,1,1,34,-1,-1,-1,0,0,-1,33654.0,52686.0,64069.0,49005.0,8676.0,19487.0,52951.0,64535.0,8907.0,53.0,19584.0,16080.0
0,90000.0,2,3,1,36,0,0,-1,0,0,0,79642.0,79001.0,18318.0,18982.0,19371.0,19608.0,1580.0,19789.0,1295.0,1000.0,849.0,1000.0
0,20000.0,1,2,1,48,1,2,0,0,0,0,20733.0,20109.0,20126.0,18928.0,18761.0,18787.0,2.0,2019.0,11309.0,2000.0,700.0,1002.0
1,140000.0,1,1,2,37,0,-1,0,0,0,0,3351.0,64555.0,63796.0,55234.0,52959.0,50617.0,64555.0,2898.0,1890.0,2000.0,2000.0,1900.0
0,50000.0,2,5,1,28,0,0,0,0,0,-2,9014.0,9608.0,12025.0,16025.0,0.0,0.0,3000.0,3000.0,4000.0,0.0,0.0,0.0
0,60000.0,2,2,2,48,0,0,0,0,0,0,86550.0,82592.0,77423.0,70653.0,22552.0,23708.0,3000.0,3000.0,3000.0,5000.0,3000.0,3000.0
0,360000.0,1,1,2,40,-1,-1,-1,-1,-1,-1,3457.0,1997.0,5115.0,3295.0,222.0,2854.0,2020.0,5115.0,3295.0,222.0,2862.0,2129.0
0,170000.0,2,2,2,29,0,0,0,0,0,0,47742.0,45529.0,42805.0,38017.0,39239.0,39411.0,2105.0,2447.0,1200.0,3000.0,2000.0,1500.0
0,150000.0,2,1,1,53,-1,-1,2,-1,-1,0,8706.0,2484.0,70.0,90000.0,9068.0,2349.0,2508.0,0.0,90000.0,9068.0,0.0,1985.0
0,220000.0,1,2,1,40,2,2,0,0,0,0,222418.0,206473.0,208464.0,175407.0,175170.0,174726.0,4.0,8027.0,6218.0,6220.0,6316.0,6504.0
0,250000.0,2,1,1,31,-1,-1,-1,-1,-1,-1,2198.0,7404.0,3186.0,5161.0,0.0,13714.0,7404.0,3186.0,5161.0,0.0,13714.0,3224.0
0,320000.0,2,2,1,39,0,0,0,0,0,0,147440.0,137938.0,131816.0,120761.0,120375.0,120897.0,5009.0,6125.0,4001.0,4013.0,5000.0,4015.0
0,150000.0,2,3,2,24,0,0,0,0,-1,-1,66347.0,15768.0,10874.0,4466.0,2125.0,4421.0,1827.0,1777.0,1175.0,2125.0,4421.0,21607.0
0,200000.0,2,2,2,26,0,0,0,0,0,0,26179.0,26643.0,23524.0,23788.0,26089.0,25908.0,4022.0,3000.0,3000.0,4092.0,1000.0,3000.0
0,20000.0,1,3,2,40,0,0,0,0,0,0,16884.0,17891.0,19078.0,19800.0,20000.0,0.0,1291.0,1478.0,1200.0,400.0,0.0,0.0
1,160000.0,1,2,2,37,1,2,2,0,0,0,99793.0,101325.0,98706.0,90457.0,90588.0,92533.0,4300.0,0.0,4200.0,3238.0,3400.0,3550.0
1,100000.0,1,2,2,28,2,0,0,0,2,0,58566.0,56770.0,56300.0,54288.0,25759.0,25775.0,5100.0,2825.0,5000.0,0.0,2000.0,0.0
1,40000.0,2,2,2,44,2,2,2,2,2,2,35515.0,36176.0,37490.0,38726.0,39795.0,40230.0,1550.0,2200.0,2170.0,2001.0,1601.0,1602.0
0,200000.0,2,2,1,29,0,0,0,0,0,-1,46139.0,59923.0,44974.0,30844.0,15833.0,15833.0,30000.0,1300.0,2000.0,1000.0,16332.0,15833.0
0,20000.0,1,2,2,23,0,0,0,0,0,0,19178.0,18852.0,16648.0,19395.0,20271.0,20445.0,2000.0,1500.0,4000.0,2000.0,2000.0,2900.0
0,80000.0,2,3,3,31,0,0,0,-1,-1,-1,5154.0,5390.0,6276.0,1322.0,500.0,175.0,1124.0,1010.0,1322.0,500.0,175.0,1331.0
0,180000.0,2,1,2,30,0,0,0,0,0,0,173094.0,131039.0,132269.0,144990.0,152632.0,155935.0,7000.0,4900.0,15000.0,10000.0,6000.0,6500.0
0,160000.0,2,3,1,46,-1,-1,-1,0,-1,-1,24904.0,2338.0,4856.0,4127.0,3995.0,842.0,2343.0,4856.0,1000.0,3995.0,842.0,26313.0
0,200000.0,2,2,2,36,0,0,0,0,0,0,193083.0,195259.0,196120.0,168814.0,163509.0,172037.0,9000.0,8993.0,7503.0,6000.0,11300.0,6103.0
0,210000.0,1,2,2,25,0,0,-2,-1,0,0,13899.0,-9.0,-9.0,3231.0,125140.0,124880.0,0.0,0.0,3240.0,125009.0,5009.0,5013.0
1,100000.0,1,1,1,46,2,0,0,0,0,0,98482.0,89958.0,78533.0,75568.0,63637.0,50711.0,3517.0,2700.0,19782.0,2063.0,3000.0,1400.0
0,50000.0,1,3,2,41,0,0,0,0,0,0,48619.0,48647.0,49859.0,50700.0,46174.0,47430.0,2100.0,2300.0,2025.0,1800.0,2000.0,2100.0
0,150000.0,2,2,1,36,-2,-2,-2,-2,-2,-2,48020.0,50048.0,88831.0,1931.0,26265.0,0.0,8000.0,40146.0,1941.0,26396.0,0.0,0.0
0,130000.0,2,3,1,43,0,0,0,0,0,2,74020.0,71527.0,66370.0,43882.0,41063.0,29215.0,5000.0,3000.0,2500.0,4100.0,0.0,5000.0
1,290000.0,1,2,1,44,-2,-2,-2,-2,-2,-2,167.0,616.0,640.0,526.0,336.0,527.0,619.0,643.0,528.0,337.0,529.0,696.0
0,80000.0,2,3,1,42,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
