0,1,2,3,4,5,6,7,8,9,10,11,uid
1,50000.0,2,3,1,51,0,0,0,0,0,0,uid_3162
0,360000.0,2,2,2,47,-2,-2,-2,-2,-2,-2,uid_26982
0,150000.0,2,3,2,28,-2,-2,-2,-2,-2,-2,uid_2974
1,50000.0,1,3,2,22,0,0,0,0,0,0,uid_28875
0,360000.0,2,1,2,32,-1,-1,-1,0,0,0,uid_3022
1,20000.0,1,2,2,24,0,0,0,0,4,3,uid_10761
0,250000.0,1,3,1,42,0,0,-2,-2,-2,-2,uid_24577
1,30000.0,1,2,2,35,2,2,-2,-2,-2,-2,uid_22926
0,80000.0,1,1,2,26,0,0,0,0,0,0,uid_23123
0,200000.0,2,1,2,40,-1,-1,-1,-1,-1,-1,uid_7138
0,30000.0,1,1,2,24,-1,-1,-1,-1,-1,-1,uid_28501
0,80000.0,2,3,2,32,0,0,0,0,0,0,uid_22896
0,230000.0,2,1,2,26,-1,0,-1,-1,-1,-1,uid_25540
0,50000.0,2,1,2,25,-1,2,-1,-1,-1,-1,uid_7199
1,120000.0,2,1,2,30,-1,2,-1,-1,-1,-1,uid_22682
0,320000.0,2,1,1,29,0,0,0,0,-1,-1,uid_10485
0,30000.0,1,2,1,33,0,0,0,0,0,0,uid_24133
0,270000.0,2,1,2,26,1,-2,-1,-1,-2,-2,uid_936
1,50000.0,1,2,2,25,2,0,0,0,0,0,uid_28616
1,100000.0,2,2,2,28,-1,-1,-1,-1,-1,-1,uid_7338
0,270000.0,1,1,2,29,-1,-1,0,0,0,0,uid_24156
1,20000.0,2,2,1,25,1,-2,-2,-2,-2,-2,uid_3154
0,230000.0,1,1,2,29,2,-1,-1,-2,-2,-1,uid_551
0,200000.0,1,1,2,38,-2,-2,-2,-2,-2,-2,uid_23882
1,340000.0,2,2,1,57,1,-2,-2,-2,-1,-1,uid_4378
0,30000.0,1,2,2,41,-1,0,0,0,3,2,uid_29495
0,50000.0,2,1,2,35,0,0,0,0,0,0,uid_27602
0,50000.0,2,2,2,54,-1,4,3,2,3,2,uid_17
0,340000.0,2,2,2,29,0,0,0,0,0,0,uid_3830
0,180000.0,2,2,2,34,0,0,0,0,0,0,uid_22699
1,30000.0,2,2,1,56,2,2,2,2,3,2,uid_26695
0,280000.0,1,1,2,33,-2,-2,-2,-2,-2,-2,uid_27728
1,110000.0,1,2,1,30,2,2,2,2,2,2,uid_23113
0,240000.0,2,1,1,38,1,-1,-1,-1,0,0,uid_9311
0,160000.0,1,1,2,36,0,0,0,0,0,0,uid_8800
0,90000.0,1,2,1,37,2,-1,-1,0,0,0,uid_4303
1,10000.0,1,2,2,22,0,0,0,0,0,0,uid_3354
0,150000.0,1,1,2,33,0,0,0,0,0,0,uid_4511
0,230000.0,2,1,2,29,0,0,-1,-1,0,0,uid_27784
0,80000.0,2,1,2,26,0,0,0,0,0,0,uid_11083
0,50000.0,2,5,2,48,0,0,0,0,0,0,uid_9281
0,50000.0,2,3,2,29,0,0,0,0,-1,0,uid_25340
0,20000.0,2,2,1,34,1,2,2,2,0,0,uid_24259
1,20000.0,2,2,2,35,1,2,0,0,-2,-2,uid_7789
1,120000.0,1,1,2,34,1,2,2,-1,-1,-1,uid_3298
0,280000.0,2,2,1,27,-2,-2,-2,-2,-2,-2,uid_22562
0,90000.0,2,1,2,23,0,0,0,0,2,0,uid_9886
0,50000.0,1,2,2,33,0,0,0,0,0,0,uid_27420
1,170000.0,2,2,2,24,-1,-1,2,0,0,-1,uid_6
0,340000.0,2,2,1,45,-2,-2,-2,-2,-2,-2,uid_24717
0,50000.0,1,2,1,36,1,-2,-2,-2,-2,-1,uid_25082
0,160000.0,1,3,1,33,-1,-1,-1,-1,-1,-1,uid_22580
0,500000.0,2,1,2,32,0,0,0,0,0,0,uid_4737
1,50000.0,2,1,2,31,2,2,3,2,0,0,uid_26014
0,30000.0,2,3,1,48,1,-1,-1,-2,-2,-2,uid_1558
0,390000.0,1,1,2,34,-1,-1,-1,-1,-1,-1,uid_585
0,220000.0,2,1,2,34,0,0,0,0,0,0,uid_2456
0,260000.0,2,1,2,35,1,-1,-1,-1,-1,-1,uid_3279
0,100000.0,1,1,2,31,0,0,2,2,-1,-1,uid_23786
0,200000.0,1,1,2,30,-1,-1,-1,-2,-1,2,uid_4160
0,20000.0,1,1,1,41,0,0,0,0,0,0,uid_26682
0,100000.0,2,3,2,28,2,0,0,0,0,0,uid_25447
1,90000.0,2,2,2,23,0,0,0,0,0,0,uid_25266
0,80000.0,2,2,1,50,-1,-1,-1,0,0,0,uid_7410
0,400000.0,2,2,2,35,-1,2,-1,-1,-1,2,uid_26713
0,250000.0,2,1,1,31,-1,-1,-1,-1,-1,-1,uid_23607
1,400000.0,1,2,2,29,0,0,0,0,0,0,uid_25776
0,230000.0,2,3,1,27,0,0,0,0,0,0,uid_29518
0,110000.0,1,3,1,54,0,0,0,0,0,0,uid_1476
0,30000.0,2,1,2,25,0,0,0,0,0,0,uid_25020
0,50000.0,1,2,2,28,2,2,2,2,2,0,uid_10119
0,40000.0,1,2,1,35,1,-2,-2,-2,-2,-2,uid_29109
1,50000.0,1,3,1,45,0,-1,-1,2,-1,-1,uid_28847
0,190000.0,1,1,2,33,-1,-1,-1,0,-1,0,uid_2537
0,150000.0,2,2,1,37,0,0,0,0,0,0,uid_9396
0,300000.0,2,3,2,29,0,0,0,0,-2,-2,uid_10526
0,140000.0,2,1,2,28,-1,-1,-1,-1,-1,-1,uid_11026
0,360000.0,1,1,2,29,-2,-2,-2,-2,-2,-2,uid_9985
0,290000.0,2,1,1,29,0,0,0,0,0,0,uid_3087
0,280000.0,2,2,1,43,2,-1,-1,-1,-1,-1,uid_5582
0,30000.0,1,2,2,33,0,-1,0,0,0,0,uid_6767
0,380000.0,1,2,1,39,-2,-2,-2,-2,-2,-2,uid_6837
0,50000.0,2,2,2,26,1,2,2,2,2,3,uid_1140
0,80000.0,2,1,2,25,-2,-2,-2,-2,-2,-2,uid_28392
0,500000.0,2,1,2,30,1,-1,2,-1,-1,-1,uid_233
0,160000.0,2,1,2,42,-2,-2,-2,-2,-2,-2,uid_26312
0,210000.0,1,1,1,30,0,0,0,0,0,0,uid_6129
1,60000.0,1,2,1,46,2,0,0,0,0,0,uid_26146
0,310000.0,1,1,1,50,-1,-1,-1,-1,-1,-1,uid_3670
1,360000.0,1,1,2,38,-2,-2,-2,-2,-2,-2,uid_5517
0,60000.0,2,2,2,23,0,0,0,2,0,0,uid_8078
0,150000.0,1,3,1,58,-2,-2,-2,-2,-1,2,uid_11073
1,20000.0,1,2,2,34,0,0,0,0,0,0,uid_526
1,240000.0,1,3,1,35,1,-2,-2,-1,-1,-2,uid_26724
0,110000.0,2,2,2,23,0,0,0,0,0,0,uid_5232
0,160000.0,2,3,1,48,0,0,2,0,0,0,uid_115
0,320000.0,1,2,1,42,-2,-2,-2,-2,-2,-2,uid_9638
0,30000.0,2,2,1,30,1,3,2,2,2,2,uid_26028
1,60000.0,1,1,2,36,-1,2,2,-1,-1,-2,uid_25111
0,510000.0,2,1,1,37,-1,-1,-1,-1,-1,-1,uid_28328
0,200000.0,1,2,1,40,1,2,2,0,-1,0,uid_9905
1,50000.0,2,2,2,27,2,0,0,0,2,2,uid_6045
0,80000.0,1,1,2,35,-1,-1,-1,-1,-1,-1,uid_25974
0,100000.0,2,3,1,35,-1,0,0,0,0,0,uid_9109
0,130000.0,1,1,1,39,2,-1,-1,-1,-1,-1,uid_709
0,200000.0,1,1,1,40,-1,-1,-1,-1,-1,-1,uid_7985
0,50000.0,2,3,1,44,0,0,2,0,0,0,uid_4077
0,50000.0,1,3,0,39,0,0,0,0,0,0,uid_28273
0,230000.0,2,2,2,28,0,0,0,0,0,0,uid_10914
0,230000.0,2,2,1,28,0,0,0,0,0,0,uid_22664
1,50000.0,1,2,2,45,0,0,0,0,0,0,uid_9325
0,90000.0,2,1,2,32,-1,-1,-1,-1,-1,-1,uid_27155
0,270000.0,2,1,2,36,-1,-1,-1,-1,-1,-1,uid_6191
0,120000.0,2,2,1,25,0,0,0,0,0,0,uid_23710
0,260000.0,1,1,1,43,-1,-1,-2,-2,-1,-1,uid_1778
1,50000.0,2,2,2,22,0,0,0,0,0,0,uid_24960
0,130000.0,2,1,1,43,-2,-2,-2,-2,-2,-2,uid_29679
1,20000.0,1,3,2,23,0,0,0,-1,-1,-1,uid_1065
0,180000.0,2,2,2,43,0,0,0,-2,-2,-1,uid_3219
0,80000.0,2,2,2,24,0,0,0,0,0,-1,uid_5974
0,620000.0,2,1,2,38,-1,-1,-1,-1,-1,-1,uid_27404
1,20000.0,1,2,2,22,4,3,2,0,0,2,uid_23450
0,150000.0,2,2,2,26,2,0,0,0,0,0,uid_9690
0,50000.0,1,2,1,33,2,0,-1,-1,-1,0,uid_27746
0,130000.0,1,1,2,28,-1,-1,-1,-1,-2,-2,uid_26463
0,110000.0,2,2,2,31,0,0,0,0,0,0,uid_1963
0,50000.0,2,2,2,43,0,0,0,0,0,0,uid_8795
0,50000.0,1,1,2,28,0,0,-1,-1,-1,-2,uid_23391
0,200000.0,1,1,1,44,-2,-2,-2,-2,-2,-2,uid_7218
0,150000.0,1,2,1,41,0,0,0,0,0,0,uid_24774
0,210000.0,2,1,2,28,0,-1,-1,-1,-1,-1,uid_29213
0,360000.0,2,1,1,32,-2,-2,-2,-2,-1,0,uid_25376
0,200000.0,1,1,2,34,-1,-1,-2,-2,-1,-1,uid_29225
1,60000.0,1,1,2,31,1,-2,-2,-1,0,-1,uid_29102
0,20000.0,1,2,2,22,1,2,0,0,0,0,uid_23912
0,50000.0,2,2,1,39,0,0,0,0,0,0,uid_465
1,50000.0,2,2,2,52,0,0,0,0,0,0,uid_28900
0,110000.0,2,3,1,51,0,0,0,0,0,0,uid_359
1,50000.0,2,2,1,55,2,0,0,0,0,0,uid_6378
0,200000.0,1,3,3,48,-1,-1,-1,-1,0,0,uid_9336
1,150000.0,1,3,1,52,2,2,2,2,2,-2,uid_24397
1,100000.0,1,3,1,36,2,0,0,2,0,0,uid_5267
0,50000.0,1,2,2,28,1,-1,0,0,0,0,uid_5415
0,200000.0,1,1,1,37,0,0,0,0,0,-1,uid_25480
0,660000.0,2,2,2,33,0,0,0,0,0,0,uid_24493
0,20000.0,1,2,2,35,0,0,0,0,0,0,uid_5228
0,50000.0,1,2,2,23,0,0,0,0,0,0,uid_23889
0,80000.0,2,3,1,26,0,0,0,0,0,0,uid_10335
0,290000.0,2,1,2,32,-2,-2,-2,-2,-1,0,uid_5255
0,500000.0,2,1,2,37,0,0,0,0,0,0,uid_8245
1,20000.0,1,1,2,25,1,-2,-2,-2,-2,-1,uid_10287
0,90000.0,2,3,2,50,0,0,0,0,0,0,uid_25155
0,220000.0,1,1,2,48,0,0,0,0,2,0,uid_24719
0,30000.0,1,2,2,21,0,0,0,0,0,0,uid_28809
0,150000.0,2,1,2,26,-1,-1,-1,0,-1,0,uid_7067
0,100000.0,2,2,2,23,0,0,-1,-1,-1,-1,uid_29926
0,500000.0,1,1,1,44,-1,-1,-1,-1,0,-1,uid_927
1,200000.0,1,1,1,58,-2,-2,-2,-2,-2,-2,uid_28782
1,80000.0,1,3,1,41,0,0,0,0,0,0,uid_29589
0,30000.0,2,3,1,35,1,-2,-1,0,0,-1,uid_4170
0,30000.0,1,2,1,39,1,2,0,0,0,0,uid_27251
0,140000.0,2,1,2,30,-1,0,0,0,0,0,uid_23135
1,50000.0,1,2,1,38,3,2,3,2,2,2,uid_28914
0,180000.0,1,2,1,45,0,0,0,0,0,0,uid_25247
0,320000.0,2,1,2,33,-2,-2,-2,-2,-2,-1,uid_9579
0,40000.0,2,2,1,27,1,2,0,0,0,0,uid_22838
0,30000.0,2,2,1,35,0,0,0,0,0,0,uid_22862
0,90000.0,2,2,1,33,0,0,0,2,2,2,uid_24017
0,240000.0,2,2,2,34,1,-2,-2,-2,-2,-2,uid_25758
0,50000.0,2,3,1,25,1,-1,0,0,0,0,uid_10986
1,150000.0,2,3,1,45,0,0,0,0,0,0,uid_27963
0,170000.0,2,3,1,41,-1,-1,-1,-1,-1,-1,uid_9538
1,90000.0,2,1,2,33,0,0,0,2,2,2,uid_24904
0,80000.0,2,3,3,52,0,0,0,0,0,0,uid_7018
0,290000.0,1,3,1,61,0,0,0,0,0,0,uid_28246
0,220000.0,1,1,1,54,-2,-2,-2,-2,-2,-2,uid_6326
0,390000.0,1,1,2,47,1,-1,-1,-2,-1,-1,uid_22749
1,50000.0,2,2,1,30,-1,-1,2,-1,2,2,uid_6065
1,500000.0,1,2,1,61,1,-2,-2,-2,-2,-2,uid_3431
1,210000.0,2,2,1,41,-1,-1,-1,-1,-1,-1,uid_29370
1,40000.0,2,2,2,44,2,2,2,2,2,2,uid_23614
0,30000.0,2,1,1,41,0,0,0,0,0,-2,uid_25925
0,310000.0,2,1,2,28,0,0,0,0,-1,-1,uid_4305
0,130000.0,1,2,1,33,-1,-1,-1,-1,-1,-1,uid_4009
1,150000.0,1,1,2,42,2,0,0,0,0,0,uid_26079
0,150000.0,1,2,2,31,0,0,0,0,0,0,uid_27299
0,170000.0,2,1,2,40,-2,-2,-1,0,0,0,uid_5761
0,200000.0,1,1,2,32,-1,-1,-1,-1,-1,-1,uid_8465
0,80000.0,2,1,2,33,-2,-2,-2,-2,-1,0,uid_26005
0,110000.0,1,2,1,35,0,0,0,0,0,0,uid_7477
0,100000.0,2,1,2,38,3,2,-1,-1,0,0,uid_7033
1,30000.0,2,2,2,23,0,0,0,0,0,0,uid_4852
0,50000.0,1,2,2,27,-2,-2,-2,-2,-2,-2,uid_23545
0,60000.0,1,2,2,26,0,0,0,0,0,0,uid_24553
0,50000.0,2,3,1,30,-2,-2,-2,-2,-2,-2,uid_1898
0,450000.0,2,1,1,39,-1,-1,-1,-1,-1,0,uid_24938
1,80000.0,2,3,2,27,1,4,3,2,0,0,uid_25842
0,120000.0,2,3,1,50,0,0,0,0,0,0,uid_24592
0,170000.0,2,2,2,32,0,0,0,0,0,0,uid_6294
0,190000.0,2,2,1,33,0,0,0,0,0,0,uid_11211
0,30000.0,2,2,1,45,-1,-1,2,2,-2,-2,uid_8398
0,370000.0,1,1,2,30,0,0,0,0,0,0,uid_6826
0,450000.0,2,2,2,34,-2,-2,-2,-2,-2,-2,uid_7850
0,260000.0,2,3,1,38,-1,-1,-1,-1,-1,-1,uid_1789
0,160000.0,2,3,1,53,0,0,0,0,0,0,uid_27472
0,150000.0,2,1,2,26,0,0,0,0,0,0,uid_9365
0,210000.0,2,2,1,36,-1,-1,-1,0,-1,-1,uid_8552
0,200000.0,1,2,1,41,2,2,2,2,2,2,uid_1738
0,230000.0,2,3,1,47,-1,-1,-1,-1,-1,-1,uid_367
0,210000.0,2,2,2,27,0,0,0,0,0,0,uid_5823
1,90000.0,1,2,2,28,2,0,0,0,2,2,uid_28284
0,30000.0,2,1,2,23,1,3,2,2,2,2,uid_22637
1,170000.0,1,1,2,28,-2,-2,-2,-2,-2,-2,uid_5945
1,150000.0,1,1,1,54,-2,-1,-1,-2,-2,-2,uid_29797
0,50000.0,1,2,2,31,1,2,0,0,0,-1,uid_9754
1,120000.0,1,1,1,34,2,2,2,2,2,0,uid_27190
0,370000.0,2,1,1,46,-1,-1,-1,0,0,-1,uid_5987
1,60000.0,1,2,1,35,0,0,0,2,2,2,uid_4620
0,410000.0,1,2,2,39,0,0,0,0,0,0,uid_263
0,30000.0,1,2,1,41,1,2,0,0,0,0,uid_28058
0,180000.0,2,2,2,23,0,0,0,0,0,0,uid_6181
0,20000.0,1,2,2,52,0,0,0,2,2,-2,uid_5201
1,230000.0,1,2,2,37,1,-2,-2,-2,-2,-2,uid_23727
0,70000.0,2,3,1,45,0,0,0,0,0,0,uid_26263
1,100000.0,2,3,1,50,2,0,0,3,3,2,uid_9127
0,210000.0,2,3,1,28,0,0,0,0,0,0,uid_4292
1,110000.0,2,2,2,33,0,0,0,0,0,0,uid_2422
0,100000.0,2,1,2,25,-2,-2,-2,-2,-2,-2,uid_25153
0,360000.0,2,1,2,32,0,0,0,0,-1,0,uid_3459
0,30000.0,2,1,2,24,-2,-2,-2,-2,-2,-2,uid_5505
0,30000.0,1,1,2,38,2,0,0,0,0,0,uid_5664
0,140000.0,2,3,1,31,2,2,2,2,2,2,uid_22967
0,80000.0,2,3,1,67,0,0,0,0,0,-1,uid_24018
0,250000.0,2,2,2,26,-2,-2,-2,-2,-2,-2,uid_5611
0,30000.0,2,3,1,43,1,2,2,2,2,2,uid_23346
0,80000.0,2,1,1,28,-1,2,-1,-1,-1,-1,uid_6375
0,150000.0,1,2,1,43,0,0,0,0,0,0,uid_3980
0,50000.0,1,1,2,33,2,4,3,2,0,0,uid_29623
0,50000.0,1,2,2,40,1,1,-1,-1,0,0,uid_25544
0,180000.0,2,2,2,34,1,2,0,0,0,0,uid_9954
0,350000.0,2,1,3,48,-1,-1,-1,-1,-1,-1,uid_4274
0,210000.0,1,1,2,39,-1,-1,-1,0,0,0,uid_5078
0,350000.0,1,2,2,32,0,0,0,0,0,0,uid_22596
0,150000.0,1,2,2,28,1,2,0,0,0,0,uid_6223
0,60000.0,1,2,2,28,0,0,0,0,0,2,uid_27827
0,50000.0,1,2,2,25,0,0,0,0,0,3,uid_28163
0,150000.0,1,3,2,41,0,0,0,0,0,0,uid_6005
0,510000.0,2,2,2,48,0,0,0,0,0,-1,uid_28711
0,70000.0,2,1,1,35,0,0,0,0,0,0,uid_9639
1,210000.0,2,2,1,46,-1,-1,-1,0,-1,-1,uid_10337
1,40000.0,2,1,1,40,-1,-1,-1,-1,-1,0,uid_1458
0,60000.0,2,2,2,24,0,0,0,0,0,0,uid_3418
0,270000.0,2,2,1,39,0,0,0,0,0,0,uid_2654
0,200000.0,1,2,1,28,-1,0,0,0,0,0,uid_8608
0,80000.0,2,2,2,25,1,-1,-1,-1,-2,-1,uid_27845
0,160000.0,2,2,1,45,-2,-2,-2,-2,-2,-2,uid_28670
1,50000.0,2,2,1,33,1,2,0,0,2,0,uid_27285
0,30000.0,1,2,1,35,1,-2,-2,-1,3,2,uid_8684
1,160000.0,2,1,2,31,-1,2,-1,-1,-1,-1,uid_3520
1,20000.0,2,6,2,22,0,0,0,0,0,0,uid_5262
0,110000.0,2,2,2,34,-2,-2,-2,-2,-2,-2,uid_25719
0,110000.0,2,1,2,24,0,0,2,2,0,0,uid_7557
0,20000.0,1,3,2,26,-1,3,2,0,0,0,uid_23428
0,200000.0,2,3,0,51,-1,-1,-1,-1,0,-1,uid_24317
0,210000.0,2,1,2,30,1,-2,-2,-1,-1,-1,uid_3079
0,350000.0,2,2,1,43,-2,-2,-2,-2,-2,-1,uid_22614
1,50000.0,2,2,1,49,-1,-1,-1,-1,-1,-1,uid_5309
0,200000.0,2,3,1,39,-1,0,0,0,0,0,uid_7777
1,50000.0,1,3,2,30,0,0,0,0,-1,-1,uid_29042
0,270000.0,2,1,1,45,0,0,0,0,0,0,uid_23507
0,200000.0,1,3,2,42,-1,0,0,0,0,0,uid_6667
1,150000.0,1,1,1,41,2,2,2,0,0,2,uid_25983
0,80000.0,1,2,2,38,0,0,0,0,0,0,uid_4326
0,300000.0,2,1,1,39,1,2,-1,-1,-1,-1,uid_6410
1,50000.0,1,3,2,42,-1,-1,2,2,2,-1,uid_10832
0,20000.0,2,2,1,50,1,2,2,2,3,2,uid_7077
0,130000.0,2,2,2,29,-1,-1,2,0,0,-1,uid_27506
0,30000.0,2,2,2,23,0,0,0,0,0,0,uid_812
0,70000.0,2,2,2,26,0,0,0,0,0,0,uid_4909
1,280000.0,2,1,1,49,-2,-2,-2,-2,-2,-1,uid_11074
0,500000.0,1,1,1,50,-1,-1,-1,-1,0,0,uid_22703
0,50000.0,2,2,1,29,-2,-2,-1,-1,-1,-1,uid_28205
1,180000.0,2,2,2,28,8,7,6,5,4,3,uid_1994
1,180000.0,1,1,1,41,1,2,2,2,2,0,uid_4604
0,410000.0,2,2,1,35,0,-1,-1,0,-1,-1,uid_11055
0,80000.0,2,2,1,23,0,0,0,0,0,0,uid_10719
0,190000.0,1,2,1,44,0,0,0,0,0,0,uid_3499
0,50000.0,1,2,1,62,0,-1,0,0,0,0,uid_25100
0,360000.0,2,2,1,30,0,0,-2,-2,-2,-2,uid_26513
1,120000.0,2,2,2,33,1,2,2,2,2,2,uid_1826
0,90000.0,2,2,2,27,-1,-1,0,0,0,0,uid_10590
0,130000.0,2,2,2,27,-1,-1,-1,-1,0,0,uid_5574
1,120000.0,2,2,1,41,2,0,0,0,0,2,uid_4678
0,80000.0,1,2,3,39,2,0,0,0,0,0,uid_25302
0,360000.0,2,2,1,48,0,0,0,0,0,0,uid_29396
0,230000.0,2,1,1,42,0,0,0,0,0,0,uid_472
0,50000.0,2,3,1,53,-1,-1,-1,-1,-1,-1,uid_4838
0,50000.0,2,1,1,40,-2,-2,-2,-2,-2,-2,uid_29873
0,490000.0,1,1,1,41,0,0,0,0,0,0,uid_4603
1,280000.0,1,1,2,31,2,0,0,-1,0,0,uid_29033
0,240000.0,2,1,2,29,-1,-1,-1,-1,-1,-1,uid_27671
0,310000.0,2,1,2,25,0,0,0,0,0,0,uid_24183
1,30000.0,1,1,1,52,0,0,0,0,0,-2,uid_8550
0,50000.0,1,2,2,50,0,0,0,0,0,0,uid_5595
0,320000.0,1,1,2,41,0,0,0,0,0,0,uid_2985
0,200000.0,1,1,2,26,0,0,-2,-2,-2,-1,uid_24812
0,70000.0,1,1,2,50,0,0,0,0,0,0,uid_24887
0,210000.0,2,2,2,24,-2,-2,-2,-1,-1,-1,uid_4154
0,80000.0,2,1,2,27,0,0,0,0,0,0,uid_7003
1,100000.0,1,2,1,31,3,2,-1,0,0,-1,uid_6569
0,200000.0,2,2,1,27,0,0,0,0,0,0,uid_8151
0,300000.0,1,1,1,40,-1,2,2,-2,-2,-2,uid_23252
1,50000.0,2,1,2,27,2,3,2,2,2,2,uid_29349
0,70000.0,2,1,2,24,0,0,0,0,0,0,uid_26053
0,80000.0,2,2,1,39,0,0,-1,-1,-1,-1,uid_10127
0,30000.0,1,3,1,52,0,0,0,0,0,0,uid_26061
1,100000.0,1,3,2,26,2,0,0,0,0,0,uid_5451
1,140000.0,1,2,2,41,0,0,0,0,0,0,uid_24833
0,160000.0,1,2,2,28,0,0,-2,-2,-2,-2,uid_700
0,230000.0,2,3,1,43,1,-1,2,-1,0,-1,uid_2788
0,190000.0,2,2,1,52,-2,-2,-1,-1,-1,-1,uid_8661
0,20000.0,2,2,1,27,0,0,0,-1,0,0,uid_27026
0,500000.0,2,2,1,33,0,0,0,0,0,-1,uid_6621
1,120000.0,2,1,2,37,2,2,2,2,2,2,uid_26797
0,50000.0,2,3,1,61,0,0,0,2,0,0,uid_9027
0,360000.0,1,1,2,27,-2,-2,-2,-2,-2,-2,uid_29530
1,30000.0,2,3,1,40,2,0,0,0,0,0,uid_7553
1,20000.0,1,2,2,49,2,0,0,0,0,0,uid_8963
1,240000.0,2,1,2,29,-1,-1,-1,-1,-1,-1,uid_28765
0,160000.0,1,1,2,35,-1,2,2,-2,-2,-1,uid_24038
0,500000.0,2,1,1,41,-2,-2,-2,-2,-2,-2,uid_24417
0,50000.0,2,2,2,23,1,2,2,0,0,2,uid_26998
0,200000.0,2,2,1,39,-1,-1,-1,-1,-1,-1,uid_1690
1,20000.0,2,1,2,25,2,2,0,0,0,0,uid_28971
1,200000.0,2,2,2,28,1,2,2,2,2,2,uid_27792
0,90000.0,1,2,2,28,0,0,0,0,0,0,uid_2900
0,20000.0,1,3,1,27,1,3,2,0,0,-2,uid_25019
0,200000.0,1,2,1,65,-1,-1,-1,-1,-1,-1,uid_23587
0,90000.0,2,1,2,26,-1,-1,-1,-1,-1,-1,uid_28416
0,110000.0,2,3,1,39,0,0,0,0,0,0,uid_9373
0,70000.0,2,2,1,44,0,0,0,0,0,0,uid_29287
0,40000.0,2,2,1,48,-1,0,0,0,0,0,uid_6938
0,20000.0,1,2,2,24,0,0,0,0,0,0,uid_5726
1,500000.0,2,3,2,52,-2,-2,-2,-2,-2,-2,uid_9963
0,280000.0,1,2,2,30,2,2,2,2,2,2,uid_24485
1,70000.0,1,2,2,28,1,2,2,2,2,2,uid_27395
0,340000.0,2,2,2,27,0,0,0,0,-1,0,uid_605
0,300000.0,2,1,2,29,1,-2,-2,-2,-2,-2,uid_29473
1,20000.0,2,2,3,44,2,2,7,7,7,6,uid_1807
0,20000.0,1,2,1,38,-1,0,0,0,0,0,uid_28381
0,290000.0,1,2,1,38,0,0,0,0,0,0,uid_26099
1,200000.0,2,1,2,40,-2,-2,-2,-2,-2,-2,uid_22669
1,140000.0,2,1,2,31,-1,2,-1,-1,-1,-1,uid_7302
0,200000.0,1,2,1,37,0,0,0,0,0,0,uid_23726
0,300000.0,1,2,2,33,0,0,0,0,0,0,uid_23819
1,150000.0,1,1,2,26,2,2,2,2,2,0,uid_9830
0,300000.0,2,4,2,32,0,0,0,0,0,-1,uid_196
0,270000.0,2,1,2,27,-1,-1,-1,0,0,0,uid_27748
0,360000.0,2,2,2,29,1,-2,-2,-2,-2,-2,uid_604
0,160000.0,2,1,2,28,0,-1,-1,-2,-2,-2,uid_1225
0,80000.0,2,1,2,25,-1,-1,2,-1,-1,-2,uid_2984
0,200000.0,2,2,2,25,-1,-1,-1,-1,-1,-1,uid_28318
1,400000.0,2,3,1,46,-1,-1,2,0,0,-1,uid_25473
1,360000.0,1,2,1,30,2,2,2,2,2,-2,uid_7886
0,260000.0,1,3,2,31,0,0,0,0,0,0,uid_10486
0,360000.0,2,2,2,31,-1,0,0,0,0,-1,uid_4254
0,280000.0,2,1,1,29,-1,-1,-1,-1,-1,-1,uid_11109
0,50000.0,1,3,1,39,0,0,0,0,0,0,uid_23561
0,120000.0,1,1,2,29,0,0,0,0,0,0,uid_65
0,30000.0,2,2,2,41,0,0,0,0,0,0,uid_9809
0,120000.0,2,1,2,24,-2,-2,-2,-2,-2,-2,uid_1309
0,30000.0,2,1,2,25,0,0,2,0,0,2,uid_28664
0,130000.0,1,2,2,29,-1,-1,-1,-1,-1,-1,uid_11184
0,50000.0,1,2,1,40,0,0,0,0,0,0,uid_6240
0,200000.0,1,1,2,31,0,0,0,0,0,0,uid_3224
0,310000.0,1,1,1,37,-1,-1,-1,-1,-1,-1,uid_25425
0,50000.0,1,2,2,25,2,2,4,3,2,2,uid_9232
0,100000.0,2,3,1,36,-1,-1,-1,-1,-1,-1,uid_24721
0,150000.0,2,1,2,39,3,2,2,-1,-1,-2,uid_3762
0,20000.0,1,3,2,29,0,0,0,0,0,0,uid_10243
0,500000.0,2,2,2,48,0,0,0,0,0,0,uid_307
0,20000.0,1,2,1,24,1,4,3,2,2,2,uid_29374
0,180000.0,1,2,2,39,-1,-1,-1,-1,-1,-1,uid_2899
0,230000.0,2,2,1,44,0,0,0,0,0,0,uid_4855
0,110000.0,2,2,1,30,1,2,2,2,2,0,uid_25650
0,250000.0,2,1,2,32,0,0,0,0,-1,-1,uid_6362
0,250000.0,2,2,1,38,1,-2,-1,-1,-1,-2,uid_11105
0,50000.0,2,2,2,23,0,0,0,0,0,0,uid_27004
0,380000.0,2,1,1,33,0,0,0,0,0,0,uid_2090
1,420000.0,2,1,2,33,-2,-2,-2,-2,-2,-2,uid_5990
0,50000.0,2,2,1,36,-2,-2,-2,-2,-1,-1,uid_9412
0,270000.0,2,1,2,28,-1,-1,-1,0,0,0,uid_26023
0,240000.0,1,3,1,42,2,2,2,2,2,2,uid_26895
0,230000.0,2,2,1,38,-2,-2,-2,-2,-2,-2,uid_5358
0,110000.0,1,2,1,49,0,0,0,0,0,0,uid_9895
0,500000.0,1,1,2,29,-1,-1,-1,-1,0,-1,uid_26891
