lumpy,x,y,cld,dtr,frs,pet,pre,tmn,tmp,tmx,vap,wet,elevation,dominant_land_cover,X5_Ct_2010_Da,X5_Bf_2010_Da
0,99.75,75.75,54.1,6.8,31.0,0.0,12.2,-33.8,-30.4,-27.0,0.6,13.22,152,3,0.0,0.0
0,89.75,26.25,40.1,12.3,0.0,2.0,6.4,11.2,17.3,23.5,14.5,0.63,149,2,18900.01283,1039.468787
0,70.25,56.75,48.2,8.2,31.0,0.1,4.1,-25.0,-20.9,-16.8,1.0,6.95,153,4,81.44985409,0.000291866
0,81.25,41.25,41.5,13.0,31.0,0.5,0.8,-16.8,-10.3,-3.8,1.6,0.55,180,8,70.6742705,0.0
0,72.75,42.75,59.4,10.1,31.0,0.6,8.5,-16.4,-11.3,-6.3,0.9,4.34,205,2,267.3526796,0.007729948
0,80.75,37.25,49.4,11.7,30.76,0.6,0.0,-12.0,-6.1,-0.3,2.8,0.0,186,8,24.81671756,0.0
1,19.532263,42.840756,78.7,5.8,27.59,0.9,65.2,-6.4,-3.5,-0.6,2.8,9.83,157,4,548.1908323,0.0
0,83.75,46.25,44.4,9.4,31.0,0.1,12.2,-23.7,-19.0,-14.3,1.4,2.65,182,3,86.1180869,0.0
0,106.25,76.75,56.2,6.7,31.0,0.0,11.9,-37.6,-34.2,-30.9,0.5,12.72,155,9,5.482988796,0.000250294
0,136.75,59.75,56.1,7.0,31.0,0.0,6.4,-38.2,-34.7,-31.2,0.3,2.14,180,4,2.643425278,0.000691147
0,112.75,72.25,67.8,6.0,31.0,0.0,25.3,-37.3,-34.3,-31.3,0.4,14.83,148,9,1.454877351,0.000993683
0,150.25,71.25,76.0,8.2,31.0,0.1,21.1,-36.8,-32.7,-28.6,0.1,16.78,147,3,2.539806518,0.014764174
0,98.25,60.75,73.8,7.7,31.0,0.0,14.2,-35.4,-31.5,-27.7,0.2,6.74,161,4,11.00183396,4.13e-05
0,49.25,58.25,67.7,6.0,31.0,0.0,53.1,-16.0,-13.0,-10.0,2.2,25.55,157,4,106.3604537,5.25e-05
0,77.25,18.25,14.4,13.8,0.0,3.9,0.3,15.7,22.6,29.5,12.1,0.0,168,2,3641.655396,2730.487122
0,120.25,50.75,28.7,13.9,31.0,0.1,1.5,-36.4,-29.4,-22.5,0.3,0.99,162,3,88.85784235,0.0
0,114.25,72.75,68.0,6.0,31.0,0.0,22.0,-38.4,-35.4,-32.4,0.4,13.83,151,3,1.903466807,0.00158159
0,121.75,53.25,42.5,14.7,31.0,0.0,1.6,-37.0,-29.6,-22.3,0.6,1.64,174,4,43.93929599,0.0
0,49.75,47.25,71.9,7.6,30.17,0.3,13.5,-10.3,-6.5,-2.7,3.3,7.25,143,8,52.80361537,2.522667405
0,25.25,43.25,84.4,6.7,25.57,0.4,38.6,-4.3,-0.9,2.5,5.2,7.68,153,2,110.8083924,0.223049232
0,74.75,45.25,36.8,9.9,31.0,0.2,7.8,-15.5,-10.5,-5.6,2.5,5.25,167,9,147.357183,0.002005027
0,27.75,58.75,90.4,5.6,29.24,0.0,60.8,-8.6,-5.8,-3.0,3.9,21.67,146,11,55.14115812,0.003211848
0,34.25,60.75,93.8,6.1,30.96,0.0,67.1,-13.2,-10.1,-7.1,2.8,20.57,154,4,19.76312513,9.24e-06
0,111.25,70.25,68.8,6.8,31.0,0.0,20.3,-36.8,-33.4,-30.0,0.3,11.73,168,3,0.987931732,0.000196969
0,52.75,47.75,60.6,8.3,30.98,0.3,11.6,-13.5,-9.3,-5.2,2.5,4.7,143,9,51.143107,3.104501134
0,99.75,73.75,52.7,6.4,31.0,0.0,27.3,-32.1,-28.9,-25.7,0.5,14.68,154,3,0.0,0.0
0,118.75,53.75,40.4,13.8,31.0,0.1,0.5,-37.3,-30.4,-23.5,0.3,0.05,166,4,35.95680802,0.000590859
0,118.25,28.75,69.4,5.7,20.01,1.4,45.6,-0.8,2.1,5.0,4.2,11.98,125,2,522.6642866,577.8361849
0,55.75,50.25,57.1,8.5,31.0,0.3,12.2,-18.5,-14.2,-10.0,1.6,6.09,161,8,103.4176773,0.000937683
0,166.75,68.25,70.3,9.6,31.0,0.1,7.5,-34.0,-29.2,-24.4,0.3,13.34,175,4,0.0,0.000236149
1,20.312419,42.135139,82.0,6.0,26.09,0.7,71.6,-4.8,-1.8,1.2,3.8,10.45,151,4,1140.51243,0.0
0,101.25,63.25,72.9,7.7,31.0,0.0,12.9,-38.7,-34.8,-31.0,0.1,10.1,180,4,7.757690931,0.000295988
1,35.38291,32.81113,57.2,8.1,0.15,1.7,114.1,9.2,13.2,17.3,11.0,15.38,167,2,1945.913549,0.0
0,114.25,65.75,90.0,8.1,31.0,0.0,9.2,-36.2,-32.1,-28.1,0.3,7.15,164,4,1.922399966,0.00018289
0,54.75,67.75,77.7,7.8,31.0,0.0,28.5,-21.8,-17.9,-14.0,1.4,16.73,154,3,0.046086937,0.000226488
0,175.75,66.25,56.8,8.8,31.0,0.0,31.2,-25.9,-21.5,-17.1,1.3,12.98,149,3,0.0,0.00076799
1,23.965,41.471389,77.4,6.6,23.09,0.8,34.5,-2.1,1.2,4.5,4.7,7.07,186,4,610.0823843,0.0
0,113.75,59.75,77.9,7.8,31.0,0.0,11.2,-34.9,-31.0,-27.1,0.3,9.36,184,4,4.847594464,0.000151904
0,108.75,72.75,60.5,6.2,31.0,0.0,29.5,-35.0,-31.9,-28.8,0.5,16.3,146,3,6.288650673,0.001581345
1,46.47,43.52,80.7,5.7,24.37,0.4,17.6,-3.2,-0.3,2.6,5.3,11.78,145,3,702.7954394,0.0878018
0,138.75,75.75,55.0,6.4,31.0,0.0,7.4,-46.4,-43.2,-40.0,0.2,5.45,153,3,1.632349828,0.000220854
0,111.75,59.75,75.0,8.4,31.0,0.0,10.9,-35.1,-30.9,-26.7,0.5,7.67,169,4,3.527589419,3.68e-05
0,61.25,44.25,48.8,10.1,30.97,0.5,5.2,-13.3,-8.2,-3.2,2.4,4.2,151,9,60.75575889,0.075122487
0,98.25,61.75,74.3,7.5,31.0,0.0,14.1,-36.7,-32.9,-29.2,0.2,6.81,172,4,9.097572789,0.000201638
0,125.25,57.25,84.5,7.1,31.0,0.0,11.3,-31.9,-28.3,-24.8,0.5,9.95,179,4,16.25749633,0.000134271
0,77.25,30.75,48.9,11.3,8.55,1.6,14.8,3.6,9.2,14.9,7.5,1.37,177,2,6371.287988,908.1299657
0,50.25,23.75,42.4,7.8,0.0,3.5,11.8,15.8,19.7,23.6,13.7,6.74,156,9,3.905725491,0.0
0,111.25,31.25,67.0,7.3,25.15,1.3,8.2,-3.9,-0.2,3.5,2.1,6.0,156,4,598.8879253,60.86754517
0,114.25,28.75,75.3,5.6,22.97,1.4,40.2,-2.0,0.8,3.6,3.2,11.94,163,4,155.7338565,118.9406241
0,61.25,45.25,49.8,9.9,31.0,0.4,6.1,-15.4,-10.4,-5.5,2.3,5.25,148,9,0.0,0.038693932
0,72.75,53.75,46.2,8.4,31.0,0.1,5.5,-25.2,-21.0,-16.8,1.0,3.62,151,2,117.7417671,0.010440664
0,21.25,40.75,72.7,7.1,26.09,0.6,52.1,-4.8,-1.2,2.4,4.1,10.5,198,2,291.0759838,0.148520801
0,17.25,-9.25,82.5,12.9,0.0,3.0,135.8,16.6,23.0,29.5,22.2,10.79,183,4,0.69752553,0.0
0,89.75,31.75,37.5,11.8,31.0,1.0,1.7,-16.6,-10.7,-4.8,0.7,0.95,231,3,123.7444332,0.0
0,111.75,40.75,23.2,11.4,31.0,0.6,1.1,-20.4,-14.7,-9.0,0.3,2.11,183,1,725.0265022,0.0
1,50.641825,53.109637,70.7,6.4,31.0,0.2,43.1,-15.8,-12.6,-9.4,2.0,17.7,147,2,197.8194671,0.004234842
0,45.75,23.25,42.8,11.6,0.0,3.4,8.0,11.4,17.2,23.0,9.5,2.7,168,9,18.60353495,0.0
0,101.75,55.25,63.9,10.3,31.0,0.0,9.7,-32.1,-26.9,-21.8,0.7,8.05,163,3,30.87719032,8e-05
0,82.75,71.75,72.7,7.2,31.0,0.0,53.3,-26.1,-22.5,-18.9,1.0,23.31,149,3,7.260622329,0.001808666
1,23.141389,42.598333,88.0,6.3,25.99,0.6,27.4,-4.7,-1.5,1.7,4.3,6.71,175,2,115.8479431,4.776642934
0,91.25,39.25,35.7,14.4,31.0,0.9,0.0,-20.2,-13.0,-5.8,0.0,0.0,214,8,1.218357288,0.0
0,86.75,40.75,35.7,13.2,31.0,0.4,0.3,-16.8,-10.2,-3.6,2.0,0.76,180,9,2.333666317,0.0
0,96.75,68.75,66.0,7.8,31.0,0.0,14.2,-37.7,-33.8,-29.9,0.3,15.7,138,9,0.0,0.0
0,119.25,61.25,68.9,7.1,31.0,0.0,14.2,-34.1,-30.5,-27.0,0.5,6.07,160,4,3.474730135,0.000113498
0,125.25,72.25,61.3,5.8,31.0,0.0,19.4,-43.6,-40.7,-37.8,0.2,14.74,150,3,1.026906603,0.00023501
0,76.25,67.75,88.7,6.9,31.0,0.0,28.9,-25.0,-21.5,-18.1,1.1,20.61,147,3,0.00191755,0.004455333
0,34.75,39.25,70.7,7.7,24.15,0.8,62.9,-3.0,0.9,4.8,4.7,15.04,186,2,311.5222338,0.0
0,145.75,64.75,67.0,8.4,31.0,0.0,8.8,-45.7,-41.5,-37.3,0.2,7.58,187,3,2.21151388,0.001853895
0,69.25,67.25,94.5,5.2,31.0,0.0,20.2,-23.8,-21.2,-18.6,1.1,17.06,148,3,0.002165384,0.001365576
0,35.25,39.25,70.0,9.1,26.48,0.7,60.2,-5.2,-0.6,4.0,4.2,14.53,167,2,573.3138782,0.143112714
0,123.25,62.75,59.9,6.0,31.0,0.0,12.1,-35.7,-32.7,-29.7,0.3,4.36,166,4,3.330781839,0.000198493
0,78.75,63.25,89.7,6.7,31.0,0.0,21.0,-25.1,-21.7,-18.4,1.0,16.34,152,4,0.008106045,0.000124596
0,118.75,29.75,64.3,6.1,24.6,1.4,42.8,-3.4,-0.3,2.8,2.9,12.14,156,4,622.6796614,41.67094621
0,72.25,60.25,59.0,7.2,31.0,0.0,15.0,-24.9,-21.3,-17.7,1.0,7.21,151,4,0.267564586,0.000133619
1,23.2836,41.0786,77.6,6.7,22.01,0.7,29.3,-1.6,1.8,5.2,5.2,6.94,127,2,678.0316613,95.35986902
0,90.75,38.75,35.5,14.7,31.0,0.7,0.0,-25.1,-17.7,-10.4,0.0,0.0,218,9,2.711734623,0.0
0,15.25,-13.25,82.5,11.0,0.0,3.1,176.0,14.1,19.6,25.1,16.3,14.1,184,3,179.3301616,0.0
1,22.345838,42.256784,80.4,6.6,25.78,0.7,28.2,-4.5,-1.2,2.1,4.1,8.19,135,4,562.0941322,0.883214041
0,138.25,71.25,54.1,6.6,31.0,0.0,12.6,-45.2,-41.9,-38.6,0.2,8.72,147,3,2.532972692,0.091185044
1,70.143763,55.924905,47.8,8.3,31.0,0.0,3.6,-25.1,-20.9,-16.8,1.2,6.34,155,2,104.7709918,0.000793021
0,97.75,30.75,42.7,15.3,31.0,1.2,2.7,-15.5,-7.8,-0.2,0.1,2.6,208,3,1657.180527,0.0
0,21.25,-9.25,83.8,12.4,0.0,2.9,205.3,16.3,22.5,28.7,20.9,13.55,189,5,0.145608456,0.0
0,77.75,37.25,53.7,11.0,31.0,0.7,1.1,-14.9,-9.4,-3.9,0.6,0.01,210,3,77.10269149,0.0
0,126.75,56.75,71.6,8.5,31.0,0.0,9.2,-35.3,-31.0,-26.8,0.3,8.29,173,5,4.413978714,0.001108713
0,88.75,24.75,40.5,13.4,0.0,2.2,6.4,11.7,18.4,25.1,14.9,0.67,145,2,24730.39136,800.2351969
0,78.25,44.25,43.1,11.5,31.0,0.5,9.0,-18.5,-12.7,-7.0,1.2,3.29,194,8,278.4983553,0.000767408
0,128.75,48.75,31.2,13.5,31.0,0.1,2.5,-32.8,-26.0,-19.3,0.5,2.61,165,4,18.39115076,0.0
0,23.75,42.75,85.2,6.4,26.58,0.6,31.9,-5.3,-2.1,1.1,4.0,6.76,139,2,142.1369582,1.886946587
0,103.75,36.25,41.5,11.7,31.0,0.6,1.8,-13.9,-8.0,-2.2,1.0,1.5,190,3,171.8082599,0.0
0,78.25,49.25,41.2,10.7,31.0,0.3,4.8,-26.9,-21.5,-16.2,0.6,5.36,168,3,167.1816324,0.001597601
0,134.25,69.75,50.9,6.6,31.0,0.0,7.6,-48.3,-45.0,-41.7,0.1,5.08,163,4,1.596997624,0.000160162
0,121.75,61.25,68.9,6.4,31.0,0.0,15.2,-34.9,-31.7,-28.5,0.3,9.23,161,4,3.457611485,9.62e-05
0,30.75,39.25,75.4,7.5,24.26,0.8,40.4,-3.1,0.7,4.5,4.8,11.49,177,2,445.3506325,0.0
0,18.25,-28.75,28.1,17.3,0.0,7.4,7.6,18.5,27.1,35.8,13.9,2.93,163,8,9.573538404,0.0
0,47.25,29.75,36.3,11.4,1.42,2.4,19.5,7.5,13.2,18.9,9.5,6.61,155,9,170.6130848,0.0
0,55.25,35.75,50.1,10.1,18.19,1.1,20.4,-0.1,5.0,10.1,5.4,6.23,195,9,21.82391802,0.0
0,104.25,63.75,72.2,8.2,31.0,0.0,11.0,-36.0,-31.9,-27.8,0.3,6.39,171,4,7.914988073,0.000203832
0,85.25,27.75,33.7,14.5,10.02,1.6,3.8,3.0,10.2,17.5,8.8,0.6,210,2,0.0,0.0
0,82.75,43.75,45.6,12.0,31.0,0.4,6.9,-25.9,-19.9,-13.9,0.4,3.6,187,3,291.9177027,0.0
0,87.75,59.25,67.0,7.7,31.0,0.0,20.2,-28.4,-24.5,-20.7,0.9,13.82,153,4,5.436122541,4.99e-05
0,35.25,67.25,88.2,7.2,31.0,0.0,45.9,-16.5,-12.9,-9.3,2.2,16.47,159,4,0.004449316,1.94e-05
0,121.25,32.25,56.1,6.4,24.71,1.2,9.9,-3.5,-0.3,2.9,3.6,5.22,145,2,0.576021601,4.294799598
0,123.25,70.75,62.7,6.0,31.0,0.0,18.6,-41.3,-38.3,-35.3,0.3,13.93,166,3,1.367563105,0.000303775
0,89.25,47.75,28.8,13.7,31.0,0.2,4.0,-36.4,-29.5,-22.7,0.0,3.62,208,4,47.53495281,0.0
0,141.75,60.75,52.2,7.3,31.0,0.0,6.8,-37.2,-33.5,-29.9,0.3,3.0,199,3,0.050184813,0.001233529
1,35.38291,32.81113,57.2,8.1,0.15,1.7,114.1,9.2,13.2,17.3,11.0,15.38,167,2,1945.913549,0.0
0,44.75,55.75,75.5,5.5,30.99,0.1,55.0,-13.7,-10.9,-8.2,2.5,21.29,154,2,246.871488,0.003223504
0,127.25,73.25,58.8,5.7,31.0,0.0,16.9,-44.5,-41.6,-38.8,0.2,14.26,145,9,0.0,0.026257463
0,91.25,44.75,22.5,12.9,31.0,0.1,1.2,-26.1,-19.6,-13.2,1.3,0.63,180,9,13.15400779,0.0
0,53.75,51.25,58.7,8.0,31.0,0.2,16.8,-16.9,-12.9,-8.9,1.9,8.52,149,2,205.1072856,0.003207114
0,121.75,64.75,56.3,6.5,31.0,0.0,14.7,-36.0,-32.7,-29.5,0.3,5.16,158,4,2.682011292,0.000169289
0,44.25,38.75,51.7,9.0,30.62,0.5,26.2,-11.5,-7.0,-2.5,2.5,9.01,217,8,1231.646042,0.0
0,130.75,62.75,78.6,6.0,31.0,0.0,5.3,-41.4,-38.4,-35.4,0.2,3.81,153,4,28.62041494,0.000218865
0,37.75,30.75,36.6,12.0,4.09,2.4,1.2,5.7,11.7,17.7,8.1,1.0,172,9,3.28e-14,0.0
0,104.75,55.75,59.6,10.0,31.0,0.0,8.5,-36.6,-31.6,-26.6,0.3,6.31,170,4,11.10070353,5.43e-05
0,71.25,54.75,43.8,8.4,31.0,0.0,4.3,-25.3,-21.1,-16.9,1.1,2.42,153,2,278.8226478,0.008120805
0,123.75,54.75,54.4,12.7,31.0,0.1,3.0,-35.9,-29.5,-23.2,0.3,3.27,182,4,3.458724713,0.000407412
0,95.25,74.25,60.4,7.2,31.0,0.0,17.6,-33.6,-30.0,-26.4,0.4,15.16,163,9,6.066206372,0.000439025
0,123.25,49.75,28.5,16.0,31.0,0.2,1.8,-34.5,-26.5,-18.5,0.5,1.52,170,4,1.674212212,0.0
0,68.75,49.25,34.2,9.3,31.0,0.1,5.3,-24.5,-19.8,-15.2,1.1,3.55,168,8,49.09524499,0.006959654
0,126.75,73.25,60.0,5.7,31.0,0.0,16.9,-44.4,-41.5,-38.7,0.2,14.24,147,6,1.445757017,0.027280518
0,133.25,61.75,66.9,6.4,31.0,0.0,5.4,-42.7,-39.5,-36.3,0.2,4.09,153,4,7.382276777,0.000182606
0,84.25,67.75,86.6,5.8,31.0,0.0,37.7,-26.0,-23.1,-20.2,1.0,21.52,150,3,6.574562949,0.000442652
0,93.25,56.25,71.1,7.9,31.0,0.0,6.9,-25.4,-21.4,-17.5,1.1,10.11,158,2,98.24353582,0.000451992
0,118.75,25.25,75.8,5.7,2.31,1.7,13.7,6.8,9.6,12.5,8.3,6.07,141,4,2960.502813,0.0
0,60.75,64.75,67.8,8.2,31.0,0.1,23.7,-24.7,-20.6,-16.5,1.0,15.5,167,4,0.082651395,2.6e-05
0,112.75,54.25,36.3,12.5,31.0,0.1,0.6,-36.2,-29.9,-23.7,0.0,1.21,174,4,61.82201078,0.000143717
0,131.25,52.25,38.9,12.3,31.0,0.0,4.0,-34.2,-28.0,-21.9,0.7,2.66,165,3,12.58614483,0.000509388
0,155.75,66.25,83.0,8.6,31.0,0.0,17.0,-37.0,-32.7,-28.4,0.3,17.99,178,4,1.151824406,0.000331052
0,94.25,27.25,34.7,12.5,0.0,1.8,18.1,10.4,16.6,22.9,14.8,2.4,153,2,18541.07154,153.877925
1,19.661194,41.436491,71.1,8.3,12.33,0.9,103.8,2.1,6.2,10.4,6.9,11.11,170,2,1531.08631,0.0
1,26.126282,41.247609,74.9,6.9,18.19,0.7,40.2,-0.1,3.4,6.9,6.4,9.76,160,2,216.4166267,0.0
0,108.25,54.75,58.4,9.8,31.0,0.1,5.9,-38.0,-33.1,-28.2,0.1,2.37,188,4,0.0,1.71e-05
1,20.126184,41.493603,79.1,7.1,24.03,0.8,80.6,-2.9,0.7,4.3,4.7,11.17,158,3,866.3662016,0.0
0,132.25,48.25,40.4,9.0,31.0,0.1,5.2,-26.6,-22.1,-17.6,0.9,1.63,152,3,25.7916093,0.001891046
1,70.16604,55.937892,47.8,8.3,31.0,0.0,3.6,-25.1,-20.9,-16.8,1.2,6.34,155,2,104.7709918,0.000793021
0,59.75,26.75,41.4,12.5,0.33,2.4,5.7,8.8,15.0,21.3,9.5,2.53,181,9,54.06627498,0.0
0,103.25,53.75,65.5,9.3,31.0,0.0,11.0,-31.2,-26.5,-21.9,0.8,9.49,164,11,0.0,0.000302209
0,82.25,30.25,45.4,15.1,31.0,1.1,19.0,-20.2,-12.6,-5.1,0.1,2.77,240,3,106.7872271,0.0
0,147.25,70.75,62.5,7.7,31.0,0.0,20.0,-36.3,-32.4,-28.6,0.3,15.68,147,3,2.236159508,0.035439329
0,80.75,50.25,63.0,10.0,31.0,0.1,5.8,-26.0,-21.0,-16.0,1.1,5.17,159,8,158.1094453,0.001932085
0,81.75,47.75,56.1,11.4,31.0,0.4,11.9,-27.0,-21.3,-15.6,0.3,11.15,196,3,155.093288,0.00115743
0,69.75,66.25,90.3,5.2,31.0,0.0,23.3,-23.6,-21.0,-18.4,1.2,17.59,149,4,0.002060996,0.000475286
0,113.75,62.25,78.1,7.9,31.0,0.1,12.0,-35.4,-31.4,-27.5,0.2,7.32,165,4,2.712926365,0.000106845
0,89.25,53.75,56.6,11.4,31.0,0.2,6.4,-34.8,-29.1,-23.4,0.0,6.48,183,4,101.0191472,0.000412507
0,73.25,42.75,55.1,10.6,31.0,0.5,8.3,-19.6,-14.3,-9.0,0.5,4.96,202,3,402.886017,0.010728744
0,65.25,52.75,34.6,8.7,31.0,0.1,3.7,-24.4,-20.0,-15.7,1.1,1.68,161,2,125.8330641,0.006701051
0,96.75,28.75,36.5,12.6,29.98,1.4,6.8,-9.9,-3.6,2.7,0.6,6.02,100,4,685.623374,0.0
0,80.25,16.75,19.2,11.2,0.0,3.7,0.1,18.2,23.8,29.4,19.0,0.0,149,2,922.6858084,56654.78015
0,117.25,39.25,26.1,9.2,29.98,1.1,0.0,-9.9,-5.3,-0.7,1.6,0.07,147,2,2.952456783,0.0
0,118.25,41.75,21.7,10.8,31.0,0.9,0.0,-22.3,-16.9,-11.5,0.0,0.15,185,4,501.2515855,0.0
0,94.25,54.75,60.5,10.5,31.0,0.2,10.1,-33.8,-28.5,-23.3,0.1,8.3,173,4,31.69899037,4.2e-05
0,83.75,41.75,42.1,10.8,31.0,0.5,1.2,-16.7,-11.3,-5.9,1.1,0.21,179,9,742.2677653,0.0
0,69.75,68.25,93.1,5.7,31.0,0.0,17.9,-24.4,-21.5,-18.7,1.2,17.38,147,3,0.003080266,0.001532649
1,20.010364,41.081944,79.1,7.1,24.03,0.8,80.6,-2.9,0.7,4.3,4.7,11.17,158,3,866.3662016,0.0
1,26.2997,41.0283,74.9,6.9,18.19,0.7,40.2,-0.1,3.4,6.9,6.4,9.76,160,2,216.4166267,0.0
0,84.25,70.75,76.0,7.2,31.0,0.0,36.8,-27.0,-23.4,-19.8,0.9,22.36,153,3,7.259246406,0.001322652
0,19.25,-16.75,70.0,12.4,0.0,3.7,169.0,17.6,23.8,30.0,20.8,15.0,182,3,93.73083731,0.0
0,105.25,65.75,69.2,8.2,31.0,0.1,11.6,-36.2,-32.1,-28.0,0.2,9.64,165,4,9.346968874,0.000175402
0,57.75,64.75,74.6,7.3,31.0,0.1,36.3,-21.1,-17.4,-13.8,1.3,19.41,153,4,1.459913406,0.000526564
0,45.25,36.25,58.7,9.2,25.15,0.7,46.9,-3.9,0.7,5.3,5.0,10.16,194,5,1269.215806,1.611476545
0,71.75,68.75,89.7,6.6,31.0,0.0,20.1,-25.2,-21.9,-18.6,1.2,18.26,149,3,0.00272483,0.001413548
1,20.409413,41.787663,81.0,6.6,24.49,0.8,79.1,-3.3,0.0,3.3,4.4,10.8,131,4,1087.326487,0.0
0,98.75,13.25,33.3,11.0,0.0,3.6,4.5,19.2,24.7,30.2,22.4,0.55,148,5,258.5065044,286.1455863
0,29.25,-3.75,83.3,10.1,0.0,2.8,104.0,15.9,20.9,26.0,19.9,19.75,177,11,0.0,0.0
0,138.25,47.25,41.2,7.2,31.0,0.4,24.3,-18.0,-14.4,-10.8,1.3,5.73,175,4,0.48130427,0.000751594
0,69.25,65.25,86.7,5.2,31.0,0.0,23.0,-23.8,-21.2,-18.6,1.2,16.16,149,4,0.0006446,0.000450699
1,69.20185,55.6713,45.1,8.4,31.0,0.0,3.5,-25.2,-21.0,-16.8,1.2,4.74,150,2,156.6862837,0.001739317
0,129.75,48.25,33.6,12.1,31.0,0.1,2.8,-31.3,-25.2,-19.2,0.6,2.64,173,4,5.17e-05,0.0
0,74.75,48.25,27.9,10.2,31.0,0.4,5.8,-25.6,-20.5,-15.4,0.6,4.93,177,8,67.17003246,0.003453827
0,120.75,46.75,28.5,11.4,31.0,0.3,0.8,-30.5,-24.8,-19.1,0.3,0.5,160,3,257.3130835,0.0
0,90.75,69.25,76.5,7.5,31.0,0.1,25.1,-33.3,-29.5,-25.8,0.3,19.19,152,4,9.021680736,0.000138775
0,45.75,52.75,76.3,6.1,30.99,0.2,56.2,-13.6,-10.5,-7.5,2.4,16.89,160,2,294.2373786,0.000125163
0,44.75,49.25,78.7,6.0,30.25,0.2,30.3,-10.5,-7.5,-4.5,3.2,12.31,150,3,158.9596654,0.000128975
0,114.25,44.75,29.7,10.4,31.0,0.2,1.9,-28.8,-23.6,-18.4,0.6,1.33,187,3,99.30005015,0.0
0,156.75,68.75,80.2,8.8,31.0,0.0,11.1,-36.2,-31.8,-27.4,0.4,13.38,149,6,2.236574593,0.000571176
0,131.75,69.25,54.7,6.2,31.0,0.0,11.1,-45.5,-42.4,-39.3,0.2,7.37,163,3,2.369330776,0.000161597
0,177.75,66.75,54.4,8.7,31.0,0.0,34.2,-27.2,-22.8,-18.5,1.2,15.16,161,3,0.0,0.000809011
0,106.75,20.75,79.0,3.3,0.0,1.8,13.2,12.3,13.9,15.6,11.9,6.09,147,2,265.4976518,0.0
0,168.75,69.75,73.1,9.2,31.0,0.0,11.4,-31.9,-27.3,-22.7,0.8,12.27,144,3,0.0,0.009427828
0,15.75,-8.75,85.0,11.5,0.0,2.9,58.9,15.6,21.3,27.1,20.5,4.66,183,4,2.575882269,0.0
0,91.75,24.25,43.0,16.2,0.23,2.0,9.1,9.0,17.1,25.2,14.7,0.71,153,5,9062.485905,180.3600858
0,85.75,50.25,52.6,10.6,31.0,0.3,5.6,-33.8,-28.5,-23.2,0.0,6.51,172,4,241.6810839,0.033214242
0,112.25,42.25,23.6,11.0,31.0,0.6,0.9,-22.4,-16.9,-11.4,0.2,1.67,184,3,0.347495913,0.0
0,48.75,61.75,77.1,6.9,31.0,0.0,41.8,-18.0,-14.5,-11.1,2.0,21.02,155,4,4.713383449,3.96e-05
0,110.25,58.75,75.1,8.9,31.0,0.0,9.7,-35.1,-30.6,-26.2,0.4,5.96,166,4,6.071717988,3.17e-05
1,21.838051,41.689386,82.3,6.7,24.49,0.5,27.3,-3.3,0.1,3.5,5.2,8.33,154,2,444.8802279,1.41870408
0,47.75,46.75,76.3,7.0,28.91,0.3,14.8,-8.1,-4.6,-1.1,3.9,7.58,145,3,339.3501256,1.014618855
0,64.25,52.75,33.7,8.9,31.0,0.1,3.7,-23.7,-19.2,-14.8,1.2,2.05,160,2,132.0230239,0.003746729
0,59.25,33.75,46.7,13.3,24.49,1.5,16.9,-3.3,3.4,10.1,3.3,6.34,194,2,46.40679707,0.0
1,35.91,37.815,67.6,7.4,20.52,0.9,113.3,-1.0,2.7,6.4,5.0,11.9,142,4,519.1554554,0.0
0,91.75,34.75,38.4,14.5,31.0,0.7,0.6,-26.2,-18.9,-11.7,0.2,0.77,225,3,84.78356629,0.0
0,119.25,66.75,67.6,6.9,31.0,0.0,13.4,-36.5,-33.0,-29.6,0.3,7.89,162,4,2.418163065,0.000279392
0,100.25,42.25,25.4,12.5,31.0,0.0,0.3,-23.2,-16.9,-10.7,2.1,0.1,178,8,10.19000505,0.0
0,107.25,56.75,67.3,9.7,31.0,0.0,7.0,-37.0,-32.1,-27.3,0.3,3.82,173,4,11.6717608,2.45e-05
1,20.904948,41.894963,81.2,6.3,27.14,0.8,57.7,-5.9,-2.7,0.5,3.4,10.57,144,4,0.0,0.0
0,93.25,72.25,66.6,7.0,31.0,0.0,24.3,-30.9,-27.4,-23.9,0.6,18.2,146,3,5.829046721,0.003470628
0,130.25,52.25,36.3,13.6,31.0,0.0,3.0,-34.7,-27.9,-21.1,0.7,2.64,160,6,13.28247641,0.000630986
0,86.75,35.25,44.0,15.3,31.0,0.8,9.0,-26.4,-18.7,-11.1,0.1,3.19,217,9,30.4735683,0.0
0,88.25,67.25,86.8,6.1,31.0,0.1,30.7,-29.6,-26.5,-23.5,0.5,21.12,161,3,5.037134137,0.001837315
1,48.03129,31.65357,53.7,11.6,1.54,1.6,66.5,7.4,13.2,19.0,10.8,8.76,149,9,321.3417481,0.00651005
1,35.232993,32.41534,54.0,8.3,0.74,1.7,102.9,8.2,12.3,16.5,10.4,14.83,191,3,523.3880539,0.0
0,69.75,45.25,53.9,9.9,31.0,0.2,10.4,-14.6,-9.6,-4.7,2.8,8.56,158,9,71.57379301,0.00693254
0,118.25,40.75,21.5,12.4,31.0,1.1,0.0,-18.0,-11.8,-5.6,0.3,0.0,190,4,743.3352218,0.0
0,175.75,62.75,56.8,8.6,31.0,0.0,34.0,-22.2,-17.9,-13.6,1.8,11.88,170,3,0.0,0.000769036
