lumpy,x,y,cld,dtr,frs
0,47.75,39.25,64.8,8.2,20.77
0,45.75,22.25,42.1,11.6,0.0
1,20.035455,41.056754,79.1,7.1,24.03
0,99.75,64.75,71.2,6.4,31.0
0,51.25,55.75,67.4,6.2,31.0
0,-12.25,10.25,40.5,14.2,0.0
1,20.409497,41.526126,81.0,6.6,24.49
0,79.75,68.25,86.0,6.6,31.0
0,87.25,67.75,86.5,6.0,31.0
1,23.704928,41.095649,77.4,6.6,23.09
0,96.25,52.25,45.2,11.4,31.0
0,81.25,23.75,17.6,14.7,0.23
0,130.75,65.25,66.8,6.8,31.0
0,82.75,25.75,19.9,14.2,0.11
0,78.75,37.75,52.2,11.6,30.86
0,127.75,68.75,60.9,6.6,31.0
0,68.75,45.75,54.3,9.7,31.0
0,67.75,50.75,40.8,8.6,31.0
0,40.25,67.75,94.2,7.2,31.0
0,84.75,61.75,79.3,7.4,31.0
0,28.75,22.75,23.0,16.7,1.66
0,115.75,38.25,27.8,10.7,30.03
0,47.25,35.75,59.7,10.6,28.91
0,47.25,39.25,64.5,8.0,23.21
0,108.75,59.25,74.8,9.1,31.0
0,25.75,25.75,19.9,15.4,5.64
0,87.25,40.25,35.0,14.2,31.0
0,121.75,48.25,32.1,9.0,31.0
0,33.25,60.75,93.9,5.9,30.84
0,111.25,63.25,79.2,8.2,31.0
0,126.25,55.75,63.1,9.7,31.0
0,153.75,66.25,87.3,8.5,31.0
0,110.75,59.25,75.2,8.6,31.0
0,29.75,66.75,81.6,9.0,31.0
0,105.75,22.75,86.3,3.6,0.74
0,72.75,50.25,36.4,9.4,31.0
0,145.25,62.25,60.0,8.3,31.0
0,26.75,41.25,78.4,6.8,18.19
0,172.25,67.25,65.6,9.8,31.0
0,44.75,18.25,42.9,10.9,0.0
1,85.339865,27.759591,33.7,14.5,10.02
0,93.25,61.75,75.0,7.7,31.0
0,172.75,68.75,68.6,9.4,31.0
0,177.75,64.25,52.1,8.1,31.0
0,43.75,33.75,43.9,11.6,5.23
0,76.75,34.75,62.5,10.8,31.0
1,25.478056,42.977222,81.8,6.7,27.5
0,97.75,16.25,24.8,13.9,0.0
0,80.75,28.25,36.5,13.6,0.92
0,170.75,68.75,71.1,9.3,31.0
0,32.25,27.75,30.3,14.2,4.84
0,69.75,41.75,63.9,9.2,29.72
0,128.25,55.75,54.1,9.7,31.0
0,120.25,59.75,75.8,7.4,31.0
0,69.75,60.75,59.2,7.0,31.0
0,107.75,72.25,59.3,6.6,31.0
1,20.409497,41.526126,81.0,6.6,24.49
0,78.25,62.75,86.6,6.8,31.0
0,46.25,65.25,85.7,7.9,31.0
0,28.25,24.25,24.3,16.5,5.03
0,52.75,34.75,50.6,10.1,14.72
0,111.25,66.25,79.4,8.1,31.0
0,115.75,33.75,53.6,9.1,26.87
0,96.25,33.75,40.5,15.0,31.0
0,85.25,25.25,20.5,13.2,0.0
1,35.38291,32.81113,57.2,8.1,0.15
0,60.75,69.75,75.4,7.7,31.0
0,170.25,62.25,66.5,9.4,31.0
0,40.25,63.25,93.0,7.0,31.0
0,109.25,29.25,80.0,4.6,20.52
0,94.25,25.75,35.5,11.8,4.27
0,27.75,41.25,72.7,6.9,15.26
0,109.75,64.75,77.1,8.7,31.0
0,52.75,30.25,40.8,13.4,25.36
1,-12.06667,10.98333,42.7,14.5,0.0
1,35.38291,32.81113,57.2,8.1,0.15
0,62.25,46.25,57.1,9.3,31.0
1,19.62631,40.35514,73.3,8.3,12.07
0,80.75,17.25,20.0,11.5,0.0
0,158.25,54.75,69.1,5.8,31.0
1,22.07161,42.69403,83.9,6.2,26.19
0,156.25,67.25,81.7,8.7,31.0
0,89.25,41.25,35.9,13.1,31.0
0,178.25,68.25,59.3,8.9,31.0
1,35.386941,32.83736,57.2,8.1,0.15
0,73.25,54.25,46.8,8.4,31.0
0,98.75,20.25,32.9,13.4,0.0
0,39.75,24.25,41.5,12.0,0.0
0,73.75,45.25,36.1,9.9,31.0
0,28.25,56.25,92.5,5.1,28.7
0,84.25,58.75,64.2,7.1,31.0
0,119.75,41.25,22.4,12.9,31.0
0,25.25,26.75,18.9,14.7,3.06
0,112.75,57.25,73.1,8.9,31.0
0,33.75,37.75,71.9,8.3,24.03
0,71.25,21.75,17.7,15.8,0.0
0,113.25,56.25,61.0,10.4,31.0
0,80.25,70.75,76.1,7.1,31.0
0,72.75,59.25,55.2,7.7,31.0
0,98.75,60.25,72.4,8.1,31.0
0,133.25,70.25,53.2,6.1,31.0
1,22.197793,42.586417,83.9,6.2,26.19
0,126.25,61.75,72.0,5.9,31.0
0,152.75,70.25,82.6,8.6,31.0
0,99.75,63.25,73.9,7.0,31.0
0,101.25,60.75,73.2,9.4,31.0
0,40.75,50.25,80.3,5.3,30.08
0,88.25,74.75,68.6,7.2,31.0
0,82.75,36.25,54.8,15.4,31.0
0,120.25,67.25,64.7,6.6,31.0
0,82.75,37.75,47.8,14.8,31.0
0,32.75,29.75,37.1,11.6,0.08
0,31.75,67.25,85.8,8.3,31.0
0,83.75,66.75,87.8,5.6,31.0
1,35.38291,32.81113,57.2,8.1,0.15
0,50.25,47.25,70.5,7.7,30.41
1,22.1903,38.0142,61.2,7.6,20.52
1,19.973252,41.29474,71.1,8.3,12.33
0,36.25,60.75,92.6,6.7,31.0
0,139.25,52.25,50.3,8.2,31.0
1,16.02,-17.95,67.5,13.1,0.0
0,125.25,56.25,71.7,8.5,31.0
0,78.25,43.25,45.5,11.7,31.0
0,100.75,21.75,46.4,11.9,0.11
0,95.75,42.75,27.6,12.4,31.0
0,51.25,61.25,72.4,6.4,31.0
0,78.25,22.75,8.0,14.5,0.0
0,114.75,33.75,52.0,8.7,26.87
0,95.75,19.25,23.4,12.3,0.0
0,77.25,28.25,46.5,14.2,2.75
1,40.597,53.3323,80.9,5.9,30.82
0,47.25,48.25,76.0,6.9,30.21
0,75.25,48.75,27.5,10.1,31.0
0,74.75,49.25,26.6,10.1,31.0
0,38.75,33.75,49.0,10.7,12.33
1,46.1456,43.1127,80.5,5.9,25.15
0,38.75,34.75,53.3,9.8,12.07
0,151.75,68.25,88.2,8.4,31.0
0,78.75,23.25,9.8,14.4,0.0
1,23.796944,41.66,80.8,6.4,25.99
0,141.75,69.75,57.3,7.3,31.0
0,118.25,31.75,57.5,7.2,24.93
0,104.75,62.75,73.9,8.8,31.0
1,19.53282,41.4193,71.1,8.3,12.33
0,106.75,66.75,69.3,8.1,31.0
0,114.75,45.25,29.3,10.3,31.0
0,133.25,68.75,52.2,6.3,31.0
0,59.25,55.75,65.4,8.2,31.0
0,117.25,60.75,69.7,7.9,31.0
0,91.75,27.25,32.1,13.5,16.59
0,62.25,66.25,75.0,7.3,31.0
1,19.925117,41.614329,73.6,7.7,14.72
0,37.25,26.75,31.4,12.1,1.31
0,82.25,53.25,62.5,8.9,31.0
0,91.75,55.75,64.1,9.3,31.0
0,97.75,32.75,44.1,15.6,31.0
0,30.25,-2.75,83.1,11.0,0.0
0,107.25,35.25,54.5,7.5,29.43
0,43.75,60.25,86.4,6.7,31.0
0,117.25,55.25,52.7,12.3,31.0
1,23.9964,41.1092,77.4,6.6,23.09
0,102.75,72.75,48.8,6.5,31.0
0,78.75,67.25,91.6,6.2,31.0
0,60.75,57.25,65.6,6.8,31.0
0,59.25,67.75,70.1,8.1,31.0
0,32.25,66.75,86.8,8.5,31.0
0,119.25,28.75,69.7,5.3,21.02
0,108.75,34.25,56.4,7.5,27.5
0,53.75,48.25,60.7,8.5,31.0
0,100.25,41.75,28.4,12.7,31.0
0,124.75,55.25,60.6,10.8,31.0
0,85.25,24.75,23.7,13.8,0.04
0,105.75,41.75,25.4,11.6,31.0
0,71.75,50.25,38.1,9.5,31.0
1,34.88404,32.06991,49.2,10.2,0.19
0,100.75,69.75,57.0,7.4,31.0
0,165.25,60.75,62.7,7.5,31.0
0,128.75,47.25,32.0,12.7,31.0
0,94.25,62.25,75.1,7.6,31.0
0,55.75,57.75,68.5,6.8,31.0
0,65.25,50.25,34.1,8.3,31.0
0,33.25,65.75,88.5,7.9,31.0
0,120.25,49.25,29.8,10.9,31.0
0,110.75,54.25,43.6,10.8,31.0
0,92.75,51.75,46.9,12.5,31.0
0,20.25,42.25,82.0,6.0,26.09
0,83.25,71.25,75.1,7.2,31.0
0,54.25,62.25,76.0,6.3,31.0
0,79.75,46.75,45.9,11.4,31.0
0,131.75,69.75,54.6,6.1,31.0
0,94.25,80.25,60.0,7.5,31.0
0,171.25,68.75,70.8,9.3,31.0
0,122.25,42.25,23.2,10.5,31.0
0,49.75,35.75,57.3,10.0,28.48
0,76.25,13.25,18.2,13.1,0.0
0,94.25,38.25,34.3,16.0,31.0
1,31.9497,27.9696,31.7,14.9,3.73
0,43.25,20.25,46.4,11.5,0.0
0,33.75,67.25,87.6,7.6,31.0
0,83.25,64.75,88.5,6.0,31.0
0,36.75,29.75,32.4,12.1,6.49
0,80.75,58.75,65.8,7.5,31.0
0,79.25,14.75,18.9,11.3,0.0
0,32.75,25.25,26.9,16.5,1.78
1,19.78507,41.389714,71.1,8.3,12.33
0,92.25,32.25,37.4,15.6,31.0
0,57.75,36.25,51.8,10.3,23.56
0,77.75,57.75,61.0,7.8,31.0
0,45.25,32.75,41.5,11.4,3.73
0,42.75,46.25,79.4,6.4,27.23
1,64.238059,54.361429,39.3,8.7,31.0
0,29.25,30.75,39.2,10.1,0.0
0,41.25,49.75,80.5,5.2,29.83
0,52.75,20.25,33.8,9.2,0.0
1,36.182297,37.509436,69.6,7.2,24.03
0,52.75,32.75,44.3,12.4,25.88
0,83.75,59.25,67.6,7.1,31.0
0,100.25,23.75,36.5,13.1,7.15
0,147.75,71.75,66.0,7.8,31.0
0,39.75,30.25,35.4,12.5,6.06
1,20.377271,41.665616,81.0,6.6,24.49
0,95.75,53.75,52.5,11.5,31.0
0,34.75,23.25,26.9,12.0,0.0
0,84.25,42.75,43.9,11.8,31.0
0,75.25,61.75,73.9,7.0,31.0
0,83.75,45.25,43.0,10.5,31.0
0,123.75,53.25,44.0,14.9,31.0
0,88.25,39.25,32.0,13.0,31.0
0,152.25,69.25,84.7,8.6,31.0
0,48.25,32.25,58.9,11.8,2.45
1,119.5161111,29.059166,68.6,5.5,21.02
0,121.25,30.25,62.6,5.4,20.01
0,77.75,26.25,39.1,15.0,1.91
0,104.75,68.25,62.9,7.6,31.0
0,97.75,54.25,50.8,11.7,31.0
0,72.75,60.75,60.9,7.0,31.0
1,64.156846,54.77412,46.3,8.7,31.0
0,81.75,55.75,51.5,7.9,31.0
0,110.75,58.25,75.0,8.9,31.0
0,43.75,57.75,80.0,5.7,31.0
0,90.25,70.75,73.7,7.5,31.0
0,132.25,44.75,39.4,7.4,31.0
0,57.75,46.25,59.6,9.8,31.0
0,50.75,58.75,67.2,6.1,31.0
0,103.25,39.25,32.2,13.7,31.0
0,111.25,37.75,30.8,10.9,31.0
0,69.25,57.75,50.8,8.2,31.0
0,50.75,31.75,44.6,11.6,26.48
0,110.75,42.25,19.6,11.7,31.0
0,154.25,68.75,84.8,8.7,31.0
0,48.75,52.75,71.0,6.5,31.0
0,129.75,54.25,40.6,11.4,31.0
1,20.630438,41.033306,80.1,6.7,25.04
0,28.25,27.75,29.0,14.9,3.39
1,19.78507,41.389714,71.1,8.3,12.33
1,20.07834,41.07534,79.1,7.1,24.03
0,45.75,57.25,75.5,5.7,31.0
0,141.75,64.25,56.5,7.9,31.0
0,73.75,17.75,16.2,15.3,0.0
0,154.75,67.75,84.6,8.6,31.0
0,75.75,44.25,41.3,9.9,30.9
0,58.75,53.75,52.6,9.1,31.0
1,35.333813,32.209696,54.0,8.3,0.74
0,121.75,72.25,63.8,5.9,31.0
0,112.75,63.25,80.7,8.2,31.0
0,119.75,59.75,74.1,7.6,31.0
0,72.25,65.25,82.7,6.0,31.0
0,17.25,-13.75,80.0,11.6,0.0
1,22.33971,42.39973,80.4,6.6,25.78
0,100.25,52.75,36.8,11.9,31.0
0,77.25,16.75,12.9,13.1,0.0
0,96.25,80.25,57.5,7.7,31.0
0,80.25,46.75,47.3,11.4,31.0
0,113.75,28.25,75.8,4.9,20.77
0,87.25,69.75,78.5,7.3,31.0
0,116.25,43.25,25.4,10.6,31.0
0,140.75,64.75,55.6,7.8,31.0
0,60.25,49.75,54.5,9.4,31.0
1,118.44759,24.44166,72.4,5.8,1.91
1,20.312419,42.135139,82.0,6.0,26.09
0,49.75,23.75,42.9,8.0,0.0
0,118.25,61.75,65.5,7.7,31.0
0,111.25,57.25,70.2,9.5,31.0
0,53.25,55.25,68.6,6.8,31.0
0,126.75,53.25,38.0,12.5,31.0
0,80.25,41.75,47.6,12.9,31.0
0,81.75,68.25,85.2,6.4,31.0
0,84.75,56.25,53.5,7.7,31.0
0,113.25,28.75,74.4,4.2,18.71
0,45.25,59.25,80.8,6.3,31.0
0,119.75,55.25,53.3,13.4,31.0
0,89.25,22.25,41.6,12.3,0.0
0,108.75,29.75,77.9,4.7,22.73
0,85.25,59.25,66.0,7.2,31.0
0,99.25,35.75,36.7,15.8,31.0
0,115.25,36.75,29.4,9.9,29.31
0,101.75,27.25,39.5,15.1,23.8
0,60.75,63.75,65.8,8.0,31.0
0,41.25,25.75,42.0,12.6,0.23
0,80.25,39.25,45.0,12.7,31.0
0,106.75,51.75,48.3,9.1,31.0
0,-13.75,12.25,36.3,15.9,0.0
0,135.25,48.75,50.9,6.6,31.0
0,113.25,40.75,22.0,11.6,31.0
0,53.25,48.25,59.8,8.4,31.0
0,117.25,70.75,71.0,6.3,31.0
0,159.75,63.75,74.0,8.9,31.0
1,44.989,43.306,78.7,7.0,26.39
0,90.75,51.75,47.3,13.0,31.0
0,120.25,46.25,28.1,11.1,31.0
0,38.75,58.25,88.1,6.2,30.98
0,123.25,67.25,63.5,5.7,31.0
0,91.25,61.25,75.4,7.7,31.0
0,134.25,70.25,52.2,6.5,31.0
0,120.75,70.25,65.2,6.3,31.0
0,57.75,31.25,44.3,14.8,10.02
0,41.25,27.75,39.5,12.5,1.91
1,35.027501,31.506522,50.5,9.1,1.01
0,100.25,75.25,53.7,6.5,31.0
0,74.75,16.75,15.6,14.7,0.0
0,39.75,61.25,90.7,7.0,31.0
0,71.75,44.75,48.5,9.9,30.88
0,55.25,50.25,57.5,8.4,31.0
0,42.75,64.25,87.4,7.2,31.0
0,45.75,37.75,62.6,7.9,26.68
0,52.25,54.25,68.6,6.9,31.0
0,126.75,42.25,21.8,13.5,31.0
0,61.75,65.75,70.7,7.8,31.0
0,93.25,80.75,60.0,7.3,31.0
0,61.25,52.75,45.5,8.9,31.0
0,43.75,26.25,40.7,12.3,0.08
0,68.25,67.75,97.3,5.0,31.0
0,68.25,62.75,74.2,6.2,31.0
0,149.75,65.25,92.4,7.6,31.0
0,90.25,22.25,41.6,12.8,0.0
0,86.25,27.75,31.8,15.6,27.84
0,164.75,65.25,66.4,9.2,31.0
0,94.25,38.75,32.2,16.1,31.0
0,72.75,46.75,25.4,10.1,31.0
0,146.25,64.25,68.4,8.3,31.0
0,109.75,66.25,75.7,8.1,31.0
0,131.75,46.25,35.5,8.9,31.0
0,55.25,36.25,50.3,9.6,24.15
0,124.25,61.25,67.9,6.3,31.0
1,49.12229,51.2049,69.3,7.4,31.0
0,117.75,62.75,63.6,8.0,31.0
1,48.8167,50.0945,68.7,7.6,31.0
0,101.75,75.75,52.9,6.5,31.0
1,20.054068,40.944768,78.0,7.3,23.68
0,44.25,55.75,77.1,5.4,30.98
0,100.25,62.25,74.6,8.0,31.0
0,78.25,26.75,41.6,15.1,2.17
0,76.25,46.25,31.3,10.3,31.0
0,86.75,74.25,68.8,7.0,31.0
0,34.75,67.25,88.8,7.2,31.0
0,89.75,54.75,62.0,10.3,31.0
0,104.25,34.75,54.3,10.6,31.0
1,35.330164,32.791981,57.2,8.1,0.15
0,81.75,54.75,57.4,8.3,31.0
0,111.75,65.75,80.8,8.2,31.0
1,23.763333,41.718333,80.8,6.4,25.99
0,108.75,36.75,41.4,10.7,31.0
0,35.75,63.75,90.1,6.5,31.0
1,20.411505,41.994853,81.0,6.6,24.49
0,92.75,70.75,68.9,7.2,31.0
0,104.25,34.25,55.6,11.6,31.0
0,118.75,33.25,48.3,8.4,26.68
0,78.25,35.25,59.1,12.9,31.0
0,134.25,63.25,63.1,6.3,31.0
1,19.924128,41.414369,71.1,8.3,12.33
0,103.75,52.75,66.8,8.7,31.0
0,88.25,71.25,74.2,7.4,31.0
0,98.75,68.75,61.5,7.9,31.0
0,94.25,58.25,71.8,7.9,31.0
0,64.75,58.75,61.0,7.2,31.0
0,49.75,50.25,73.6,7.8,31.0
0,107.25,65.25,72.0,8.6,31.0
1,50.775044,53.70315,67.2,6.3,31.0
0,148.25,72.25,67.1,8.0,31.0
0,57.25,46.75,63.5,9.5,31.0
0,127.25,53.25,36.8,12.3,31.0
0,78.75,32.25,59.4,12.8,31.0
0,34.25,57.75,90.2,5.7,30.73
0,116.75,44.75,30.8,10.3,31.0
0,129.25,65.25,68.2,7.2,31.0
0,109.25,75.75,58.3,6.7,31.0
0,113.25,29.25,72.7,4.4,18.45
0,90.75,23.25,39.5,13.5,0.0
0,101.25,36.75,35.7,15.8,31.0
0,46.25,46.25,79.4,6.2,28.09
0,67.25,42.25,58.7,9.4,27.76
0,119.75,53.75,41.9,14.6,31.0
0,41.75,46.25,79.0,6.7,27.76
0,151.25,64.25,90.4,7.7,31.0
0,95.25,56.25,65.8,8.9,31.0
0,92.25,54.25,58.7,10.9,31.0
0,85.75,66.25,88.3,5.8,31.0
0,143.25,70.75,60.7,7.4,31.0
0,93.75,62.75,75.8,7.6,31.0
0,87.75,26.75,35.5,11.8,1.01
0,161.25,61.75,72.8,8.6,31.0
0,169.25,66.75,67.3,10.0,31.0
0,102.75,22.75,62.7,6.8,1.11
1,19.494097,41.151936,71.1,8.3,12.33
0,93.25,39.25,31.4,16.5,31.0
0,52.25,47.25,61.3,8.1,30.84
1,19.547937,42.302799,78.0,5.9,26.58
0,40.75,38.75,67.6,8.7,26.77
1,20.432183,41.630408,81.0,6.6,24.49
0,53.25,59.25,69.7,6.3,31.0
0,63.25,68.75,83.9,6.9,31.0
0,86.75,27.75,32.2,18.4,31.0
0,62.75,61.25,67.3,7.9,31.0
0,28.25,56.75,92.5,5.1,28.84
0,83.25,18.75,22.6,12.6,0.0
0,43.75,30.75,34.8,12.0,4.45
0,59.75,60.25,71.3,8.6,31.0
0,115.75,28.25,77.1,4.1,16.06
0,55.25,33.75,49.6,12.2,14.45
0,116.25,69.25,75.0,7.0,31.0
0,62.25,63.25,68.5,7.9,31.0
1,36.793323,38.091473,70.9,8.3,28.25
0,50.25,61.25,73.2,6.4,31.0
0,39.75,38.75,68.6,8.7,25.99
0,75.25,56.75,52.8,8.1,31.0
0,43.25,51.75,78.8,5.8,30.8
0,34.75,59.25,90.8,6.1,30.93
0,94.25,68.25,72.6,7.3,31.0
0,84.75,28.75,43.9,17.2,31.0
0,103.75,59.75,72.0,10.0,31.0
0,80.25,27.75,38.6,14.2,1.11
0,116.25,64.25,76.2,7.9,31.0
0,45.75,19.75,43.0,10.9,0.0
1,23.6264,41.0967,77.4,6.6,23.09
0,117.75,58.75,71.7,8.8,31.0
0,123.25,49.25,29.1,15.5,31.0
0,147.75,67.25,77.5,7.7,31.0
0,54.25,66.75,77.2,7.4,31.0
0,52.75,49.75,58.0,8.4,31.0
0,116.75,62.75,69.0,8.0,31.0
0,81.75,69.75,79.6,7.0,31.0
0,71.25,56.75,50.3,8.2,31.0
0,124.75,66.25,64.7,5.8,31.0
0,65.25,49.25,45.9,8.2,31.0
0,80.75,59.25,68.2,7.5,31.0
0,126.75,68.75,62.2,6.2,31.0
1,20.399377,41.950765,81.0,6.6,24.49
0,129.25,46.25,32.9,11.4,31.0
0,110.25,38.25,29.4,12.6,31.0
0,72.25,43.75,57.8,10.0,30.45
0,89.25,72.75,70.3,7.3,31.0
0,127.25,69.75,60.7,6.2,31.0
1,35.945,38.142,68.6,8.0,26.87
0,125.25,43.25,24.4,11.1,31.0
0,94.75,27.75,32.8,13.4,1.31
0,70.75,26.25,15.0,18.5,4.09
0,145.25,70.25,63.4,7.6,31.0
0,29.25,56.25,92.6,4.9,29.05
0,103.75,57.25,67.4,10.3,31.0
0,93.75,59.25,73.7,7.7,31.0
0,99.25,39.25,34.7,13.3,31.0
0,34.75,29.75,33.3,11.9,1.66
0,119.75,27.75,68.4,5.1,18.45
0,123.25,71.25,62.6,6.0,31.0
1,42.773602,41.674306,66.4,9.8,30.78
0,130.75,52.75,38.7,12.6,31.0
0,81.75,64.75,89.7,6.2,31.0
0,14.75,-12.25,82.5,9.9,0.0
0,85.75,32.25,43.2,15.0,31.0
0,84.75,62.25,82.0,7.5,31.0
0,100.75,59.25,69.5,9.6,31.0
0,110.75,32.75,60.2,9.9,26.29
0,110.75,24.25,80.7,4.8,11.04
0,120.75,68.75,64.8,6.4,31.0
0,100.25,25.75,29.5,11.2,11.55
1,18.81,-21.06,60.0,13.7,0.0
0,156.75,67.25,81.5,8.6,31.0
0,28.25,25.25,24.7,16.4,6.71
0,78.75,23.75,13.2,14.2,0.0
0,97.75,66.25,70.1,6.5,31.0
0,113.75,64.25,83.4,8.2,31.0
1,20.35759,41.702025,81.0,6.6,24.49
0,82.25,37.75,48.9,14.1,31.0
1,20.377271,41.665616,81.0,6.6,24.49
0,108.75,53.25,47.7,9.7,31.0
0,114.25,52.25,28.5,13.0,31.0
0,15.25,-11.75,85.0,10.2,0.0
0,67.25,61.25,63.7,6.7,31.0
0,38.25,60.75,92.3,6.9,31.0
0,34.75,24.25,25.8,12.6,0.39
0,52.75,35.75,49.2,9.7,29.18
0,105.25,71.75,54.2,6.9,31.0
0,65.25,56.25,46.4,8.0,31.0
0,117.75,38.25,26.1,10.2,30.21
0,93.25,52.75,51.3,12.0,31.0
0,68.25,48.25,42.4,9.3,31.0
0,17.75,-27.25,33.8,15.5,0.0
0,89.25,55.75,60.1,9.4,31.0
0,44.75,52.75,76.9,6.1,30.99
0,117.25,57.75,68.0,9.9,31.0
0,100.75,40.25,29.8,13.4,31.0
0,54.75,55.25,67.7,7.4,31.0
0,35.25,54.25,83.4,4.8,30.12
0,171.75,65.25,64.2,9.6,31.0
0,100.75,37.25,33.0,14.8,31.0
0,102.25,63.25,73.7,8.0,31.0
0,99.25,79.75,56.3,7.6,31.0
0,144.75,63.25,60.9,8.5,31.0
0,76.75,25.75,32.5,14.9,0.74
0,123.75,42.75,21.9,10.5,31.0
0,41.25,63.75,92.3,7.1,31.0
0,33.75,68.25,86.6,7.1,31.0
0,122.75,41.75,19.8,10.7,31.0
0,126.25,70.75,61.6,5.8,31.0
0,43.25,19.75,45.3,11.5,0.0
1,24.815,40.9111,71.0,6.4,11.55
0,55.75,43.75,63.3,9.1,30.12
0,20.75,-9.25,83.8,12.5,0.0
0,43.75,56.25,77.6,5.4,30.96
0,39.75,60.25,90.9,6.9,31.0
0,40.75,58.75,86.5,6.5,31.0
0,95.75,22.25,23.5,12.6,0.0
0,-177.25,67.25,81.2,7.7,31.0
0,83.75,36.25,50.3,15.6,31.0
0,36.25,39.75,72.3,7.9,27.41
0,96.75,79.75,57.5,7.5,31.0
0,33.75,56.75,88.7,5.4,30.49
0,138.75,70.25,53.9,6.7,31.0
0,42.25,42.25,73.9,7.1,8.55
1,20.055006,41.621262,81.0,6.6,24.49
0,68.75,52.75,47.8,8.7,31.0
1,19.474833,43.057,76.9,6.0,26.87
0,80.75,41.25,44.5,13.0,31.0
0,45.25,18.75,43.8,10.8,0.0
0,48.75,26.75,44.0,8.9,0.0
0,114.25,26.25,80.8,3.6,17.92
0,66.25,51.25,37.6,8.5,31.0
0,107.25,61.25,75.7,8.9,31.0
0,102.75,58.75,71.8,10.2,31.0
0,76.75,44.25,42.3,10.2,30.91
0,19.75,-20.25,62.5,12.7,0.0
0,126.75,52.75,36.1,12.5,31.0
0,141.25,75.75,56.3,6.6,31.0
0,28.75,29.25,33.7,12.8,1.01
0,133.75,48.25,44.7,7.7,31.0
0,76.25,39.75,49.3,10.0,30.94
0,37.25,67.25,90.9,7.1,31.0
0,123.75,71.75,62.5,5.8,31.0
0,29.75,65.25,87.1,8.6,31.0
0,167.25,60.75,64.0,7.5,31.0
0,134.25,47.25,43.8,7.5,31.0
0,105.25,10.25,54.6,8.0,0.0
0,143.75,69.25,60.3,7.5,31.0
1,35.386941,32.83736,57.2,8.1,0.15
0,119.75,52.25,33.5,13.9,31.0
0,108.25,32.75,65.7,7.0,25.57
0,95.25,52.75,48.8,11.3,31.0
0,109.75,22.75,79.4,4.6,2.75
0,121.25,62.75,57.9,6.4,31.0
0,75.25,46.25,28.7,9.7,31.0
1,19.5459,41.2337,71.1,8.3,12.33
0,96.25,70.25,63.1,7.0,31.0
1,21.631146,42.299688,82.8,6.5,25.15
0,69.75,70.75,88.0,6.3,31.0
0,160.75,58.25,78.7,7.7,31.0
0,84.75,58.75,63.2,7.1,31.0
0,127.25,50.75,26.7,11.3,31.0
0,65.25,49.75,40.1,8.4,31.0
0,53.75,27.25,45.0,10.2,1.31
0,13.25,-15.25,75.0,10.1,0.0
0,105.25,68.25,64.1,7.7,31.0
0,85.75,45.25,41.7,8.1,31.0
0,90.25,30.75,39.9,13.2,31.0
0,36.75,37.75,70.3,7.6,25.25
0,50.75,54.25,68.4,6.2,31.0
0,14.75,-14.25,78.8,11.3,0.0
0,54.25,63.75,79.3,6.6,31.0
0,105.75,54.75,57.1,9.7,31.0
0,47.25,41.75,67.8,8.4,31.0
0,142.75,53.75,56.9,5.5,31.0
0,76.25,45.75,34.0,10.3,31.0
0,150.75,64.75,93.0,7.6,31.0
1,106.961,17.026,48.6,6.9,0.0
0,167.25,63.75,64.3,8.8,31.0
1,23.933889,41.537778,80.8,6.4,25.99
1,20.312419,42.135139,82.0,6.0,26.09
1,24.495278,41.784167,78.0,6.6,27.32
0,54.25,57.25,67.5,6.6,31.0
0,40.25,22.25,46.9,12.1,0.0
0,67.75,59.25,56.7,7.6,31.0
0,107.25,67.75,68.0,7.7,31.0
0,42.75,41.25,61.6,10.3,31.0
0,79.75,41.25,45.7,12.6,31.0
0,81.25,51.75,60.8,9.3,31.0
1,19.5459,41.2336,71.1,8.3,12.33
1,23.394547,41.2257,77.6,6.7,22.01
0,147.25,44.75,71.3,5.5,28.25
0,80.25,19.25,15.4,14.4,0.0
0,61.25,65.75,69.4,8.0,31.0
1,49.889646,53.118124,71.9,6.3,31.0
0,77.25,28.75,48.0,14.1,3.06
0,82.25,52.75,62.3,9.0,31.0
0,41.25,64.25,92.0,7.1,31.0
0,99.75,69.25,59.8,7.3,31.0
1,22.384152,42.972535,83.9,6.2,26.19
0,74.25,33.25,64.7,11.4,14.99
0,79.75,47.25,47.4,11.4,31.0
0,79.25,38.25,47.9,11.8,30.93
0,32.75,55.75,88.2,5.2,29.88
0,116.75,35.75,36.9,10.6,29.05
1,22.810895,41.686872,80.1,6.5,25.68
1,20.377271,41.665616,81.0,6.6,24.49
0,119.75,64.25,60.3,7.1,31.0
0,64.75,49.75,39.0,8.2,31.0
0,97.75,62.25,74.6,7.3,31.0
0,58.75,61.25,71.5,8.0,31.0
0,138.75,50.25,46.4,8.5,31.0
0,41.25,48.75,80.1,5.2,29.18
0,124.25,62.75,62.6,6.0,31.0
0,63.75,75.75,78.9,7.5,31.0
0,109.25,58.25,74.4,9.1,31.0
0,71.75,58.75,52.9,7.7,31.0
0,31.25,27.75,31.9,15.6,5.23
0,64.25,55.75,50.7,8.2,31.0
0,136.75,52.75,47.8,11.6,31.0
0,105.75,32.75,69.2,6.2,23.45
0,51.25,35.75,52.1,9.1,26.77
0,135.25,66.75,52.5,6.9,31.0
