Response,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts
0,38702.0,1,0,71,13,11,24
0,82224.0,0,0,83,307,26,360
0,83844.0,0,0,57,901,31,345
0,17003.0,1,0,37,2,5,12
0,71163.0,0,0,30,283,17,372
0,33697.0,1,0,34,4,3,7
1,63564.0,0,0,0,769,80,252
0,83443.0,0,0,89,518,42,742
0,51518.0,0,1,92,350,8,66
0,58330.0,0,1,87,445,53,213
1,80952.0,0,0,20,778,178,689
0,75507.0,0,0,56,709,93,374
0,63855.0,0,0,28,359,35,314
1,62220.0,0,1,55,799,12,375
0,58512.0,0,1,25,895,10,101
0,40662.0,1,0,0,40,2,23
0,38829.0,0,1,86,76,0,7
0,35523.0,1,0,8,11,5,22
0,79146.0,1,1,33,245,16,223
0,78285.0,0,0,13,647,107,391
1,31626.0,1,0,12,39,1,9
0,75127.0,0,0,92,203,35,305
0,48726.0,0,1,90,138,3,38
0,74985.0,0,0,8,587,51,898
0,67430.0,0,0,6,595,97,291
0,46891.0,0,1,91,43,12,23
0,62058.0,0,1,52,301,7,74
0,72063.0,0,1,3,180,32,348
0,78939.0,0,0,57,794,115,243
1,42720.0,1,1,9,392,5,91
0,33622.0,1,1,22,39,1,22
0,6835.0,0,1,76,107,2,12
0,41452.0,1,1,86,13,0,3
0,40760.0,0,1,64,70,0,17
0,74250.0,0,0,90,680,11,392
0,51124.0,1,1,79,26,1,11
0,72258.0,0,1,28,522,0,522
0,71466.0,0,0,86,412,12,546
0,36283.0,1,1,42,6,5,5
0,20587.0,1,0,39,2,3,6
0,30467.0,1,0,8,1,3,8
0,31590.0,1,0,40,6,2,15
0,20425.0,1,0,5,4,12,5
0,17144.0,1,1,96,18,2,19
1,42564.0,0,1,28,324,48,186
0,43783.0,1,0,22,327,9,125
0,40780.0,0,1,30,229,27,71
0,62847.0,0,0,45,521,168,706
1,82017.0,0,0,58,184,23,446
0,16813.0,0,0,49,4,8,11
0,51267.0,1,1,37,183,2,64
0,46524.0,0,1,70,31,19,35
0,45183.0,0,0,33,219,3,60
0,70421.0,0,1,98,479,28,136
0,60161.0,0,1,17,584,44,212
0,73926.0,0,0,54,627,91,597
0,19329.0,1,0,39,24,1,16
0,61872.0,0,1,81,330,5,159
0,46984.0,1,1,71,19,1,10
0,34838.0,1,1,62,28,23,29
0,82716.0,0,0,8,606,148,228
1,48192.0,0,0,76,1039,43,204
0,49681.0,0,2,66,411,0,26
0,56850.0,0,1,83,34,1,19
0,55267.0,0,1,28,161,28,136
0,59666.0,1,1,87,623,53,178
0,72504.0,0,1,43,604,26,470
0,26872.0,0,0,0,3,10,8
1,21359.0,1,0,1,12,2,17
0,73170.0,0,0,1,184,174,256
0,52750.0,0,1,72,393,0,239
0,91820.0,0,0,72,410,73,747
0,65968.0,0,1,12,376,9,83
0,30772.0,1,1,89,7,2,4
0,22507.0,0,0,67,68,0,226
0,65685.0,0,1,54,642,14,49
0,25804.0,1,0,34,8,7,9
1,76412.0,0,0,15,840,53,804
0,22063.0,1,0,43,7,10,13
1,57091.0,0,0,0,464,5,64
0,22419.0,0,0,74,30,3,47
1,87771.0,0,1,61,1492,38,287
0,78353.0,0,1,51,752,122,476
0,93404.0,1,2,97,1279,15,287
0,37859.0,1,2,75,22,1,8
0,80995.0,0,1,83,860,28,409
0,16529.0,1,0,23,3,0,5
0,55412.0,1,1,65,10,5,28
0,48789.0,0,0,94,351,16,156
0,56575.0,0,2,42,421,5,90
0,25130.0,1,0,10,2,5,7
0,35441.0,1,1,94,25,1,9
0,71391.0,0,1,50,336,123,274
0,49494.0,1,0,46,191,9,97
0,81702.0,0,0,98,563,50,774
0,45889.0,0,1,42,31,0,6
0,56628.0,0,1,30,479,5,82
0,34026.0,1,1,11,18,6,15
0,40049.0,0,1,61,91,65,52
0,34176.0,1,0,12,5,7,24
0,19419.0,1,0,76,2,14,28
0,82504.0,0,0,2,362,50,431
1,81205.0,0,0,43,724,74,929
0,61618.0,0,0,27,605,91,399
0,55284.0,0,1,60,547,7,140
0,49980.0,0,1,79,104,1,54
0,15072.0,2,0,96,8,2,15
0,49166.0,0,1,17,224,2,25
0,65324.0,0,1,0,384,0,102
0,82347.0,0,0,38,556,54,845
0,30843.0,1,1,43,24,0,2
1,46374.0,0,1,1,408,0,21
0,60474.0,0,1,25,265,199,303
0,38576.0,0,1,2,34,0,7
0,55357.0,2,0,66,374,64,116
0,37758.0,1,1,49,27,2,10
0,85710.0,0,0,5,600,20,350
0,23228.0,1,0,71,13,2,18
0,44602.0,1,1,35,167,2,89
0,7500.0,0,0,94,0,2,3
0,38683.0,1,0,80,46,35,69
0,49514.0,1,0,61,88,39,78
0,57906.0,0,1,29,243,11,119
0,43456.0,0,1,0,275,11,68
0,19485.0,2,0,80,6,0,4
0,53172.0,0,1,54,121,62,90
0,30545.0,1,0,71,4,12,15
0,70123.0,0,0,27,1308,0,396
0,62450.0,0,1,61,515,47,267
0,21675.0,1,0,55,4,0,16
0,42395.0,1,1,35,48,13,57
0,61346.0,1,0,34,562,58,168
0,80812.0,0,0,95,769,22,500
0,42835.0,1,1,64,379,4,93
0,39922.0,1,0,30,29,12,59
0,86424.0,0,0,12,387,68,569
0,17117.0,1,0,96,12,23,38
1,24762.0,1,0,16,6,10,12
0,35797.0,0,1,16,27,1,14
0,36627.0,2,0,78,9,1,5
0,51111.0,1,1,83,22,0,19
1,86857.0,0,0,96,899,102,838
0,82072.0,0,0,67,889,55,685
0,46231.0,2,1,87,189,2,55
0,42243.0,1,1,34,48,0,2
0,51195.0,1,1,46,230,14,156
0,68092.0,0,0,7,852,60,207
0,31814.0,1,0,73,35,3,20
0,51390.0,1,1,54,205,20,47
0,76630.0,0,0,93,255,31,446
0,26868.0,1,0,52,0,0,1
1,48948.0,0,0,53,437,8,206
0,55260.0,0,1,81,825,8,53
1,64090.0,0,1,8,316,58,161
0,78331.0,0,1,97,756,138,354
0,37087.0,1,0,50,194,55,134
0,21846.0,1,0,38,7,17,18
0,81320.0,0,0,61,183,33,493
0,54137.0,0,1,46,171,0,11
0,66825.0,0,0,73,243,101,405
0,57100.0,0,0,19,181,21,69
0,58917.0,1,2,10,151,7,89
0,85072.0,0,0,94,494,92,391
1,86429.0,0,0,10,464,28,873
0,45684.0,1,0,37,5,1,5
0,47889.0,1,0,94,29,0,29
0,45921.0,0,0,23,102,9,49
0,78420.0,0,0,75,604,28,674
0,75114.0,0,0,40,571,12,523
1,52278.0,0,1,24,953,0,71
1,35641.0,1,0,11,63,3,67
1,95529.0,0,0,29,770,29,890
0,62820.0,0,0,51,398,61,265
0,73113.0,0,0,86,741,19,154
1,84169.0,0,0,9,1478,19,403
0,42607.0,0,1,30,156,29,56
0,74637.0,0,0,73,960,64,464
0,46015.0,1,1,25,38,0,2
0,72354.0,0,0,67,315,26,473
1,39858.0,1,0,67,15,20,25
0,34469.0,1,1,58,19,6,20
0,83033.0,1,0,82,812,99,431
0,24401.0,0,0,98,73,28,217
0,77583.0,0,0,93,372,23,384
0,74116.0,0,0,53,871,111,704
0,74293.0,0,0,66,375,152,335
0,68397.0,0,1,6,760,80,466
0,79632.0,0,0,42,471,0,510
0,46107.0,1,0,78,31,9,27
0,64950.0,0,1,29,819,0,72
0,25443.0,1,0,82,1,4,3
0,75127.0,0,0,92,203,35,305
0,32892.0,1,0,78,26,0,15
0,71796.0,0,0,54,354,21,311
0,67536.0,0,1,45,1253,0,447
0,55239.0,0,1,59,371,17,238
0,60554.0,1,0,8,588,7,76
0,64831.0,1,1,51,480,86,249
0,56067.0,0,1,51,517,12,54
1,82025.0,0,0,76,267,98,606
1,94384.0,0,0,62,1111,24,790
0,14906.0,0,0,86,7,7,14
0,51563.0,0,0,60,1166,0,48
0,57937.0,0,1,56,261,42,144
0,68274.0,1,1,83,135,25,51
0,39771.0,1,0,92,6,2,18
0,67893.0,0,1,31,711,28,142
0,27922.0,1,0,80,11,0,13
0,52190.0,1,1,39,42,0,17
1,44051.0,1,1,20,79,7,58
0,42767.0,2,0,53,20,6,43
0,46106.0,1,1,84,30,0,8
0,16927.0,1,1,50,20,2,23
1,59754.0,0,1,96,115,27,44
0,53700.0,0,1,94,263,5,233
0,59041.0,1,1,25,69,2,15
0,54237.0,0,1,48,267,3,30
0,70647.0,0,1,65,561,85,171
0,52597.0,0,1,69,492,0,37
1,41021.0,1,0,12,14,7,9
0,40233.0,0,1,84,80,4,46
0,50183.0,1,1,47,97,12,84
0,54753.0,0,1,87,197,107,227
1,92955.0,0,0,35,693,21,925
0,33471.0,1,0,47,43,2,27
1,34596.0,1,0,48,14,0,2
0,44010.0,1,0,46,186,36,234
0,84219.0,0,0,27,434,137,400
0,40706.0,2,1,37,59,0,11
0,15716.0,1,0,8,16,5,30
0,59052.0,0,1,29,230,35,75
0,80573.0,0,0,85,829,138,430
0,83715.0,0,0,2,318,8,407
0,82576.0,0,0,66,1206,55,445
0,56962.0,2,1,60,292,3,77
0,35704.0,1,1,54,30,9,12
0,53103.0,0,1,70,729,17,133
0,46779.0,1,1,55,12,1,3
0,4861.0,0,0,20,2,1,1
0,33462.0,1,0,78,22,3,18
0,63693.0,0,1,63,587,43,337
1,80763.0,0,0,17,674,168,108
0,65352.0,0,1,43,284,3,84
0,82170.0,0,0,13,1023,93,651
1,75759.0,0,0,46,1394,22,708
0,79689.0,0,0,65,311,26,640
0,35340.0,1,1,1,27,0,12
1,85683.0,0,0,6,1296,17,311
0,24884.0,1,0,32,3,6,7
0,42021.0,1,0,34,393,5,136
0,64449.0,1,0,70,218,63,282
0,64587.0,1,1,49,66,0,16
0,34824.0,0,0,65,4,2,11
0,75437.0,0,0,25,795,0,545
0,26091.0,1,1,84,15,10,19
0,52845.0,1,0,7,384,25,292
0,46086.0,0,1,34,244,8,32
1,78028.0,0,1,38,158,19,288
1,95169.0,0,0,1,1285,21,449
1,56337.0,1,1,25,349,16,144
0,22434.0,1,0,25,4,12,11
0,36930.0,0,1,50,223,2,31
1,36130.0,0,1,46,157,43,127
0,65569.0,0,1,96,397,46,288
0,83844.0,0,0,57,901,31,345
0,19514.0,1,1,47,14,3,21
0,36736.0,1,1,52,10,0,3
0,77568.0,0,1,30,1230,0,396
0,49187.0,0,1,63,81,1,31
0,30168.0,1,0,51,154,20,66
0,34053.0,0,1,14,63,0,21
0,38196.0,1,1,20,30,0,11
0,59412.0,0,0,56,90,67,165
0,70924.0,0,0,41,635,114,254
0,54165.0,0,0,72,127,4,73
0,32300.0,1,0,1,13,3,6
0,20180.0,0,0,27,18,42,24
0,34961.0,1,0,77,45,2,26
0,28440.0,1,0,87,38,1,24
1,64504.0,1,2,81,986,36,168
0,33564.0,0,1,51,61,0,3
0,17345.0,1,0,79,4,9,16
0,56320.0,0,1,11,201,53,172
1,28647.0,1,0,54,19,8,29
0,15038.0,1,0,93,4,8,11
0,32173.0,0,1,0,18,0,2
0,68316.0,0,1,54,806,80,161
1,74538.0,0,0,21,380,98,733
1,91700.0,0,0,58,576,172,961
0,68695.0,0,0,3,458,81,356
0,31056.0,1,0,99,5,10,13
0,79593.0,0,0,70,350,60,568
0,28071.0,0,0,65,39,33,130
0,37334.0,1,1,44,26,1,16
0,46423.0,1,1,6,68,0,16
1,37126.0,1,0,9,45,3,9
0,47703.0,0,1,95,359,0,134
0,61180.0,0,1,70,403,24,29
0,38998.0,1,1,92,34,1,14
0,8028.0,0,0,62,73,18,66
0,76081.0,0,0,85,292,30,415
1,34728.0,1,0,2,14,0,16
0,33168.0,0,1,0,80,1,37
0,33585.0,0,1,91,30,11,33
0,77037.0,0,1,3,463,96,333
1,35196.0,1,0,68,75,12,141
0,44529.0,0,1,98,538,13,91
0,70924.0,0,0,41,635,114,254
0,28764.0,1,1,16,8,0,3
0,69098.0,0,0,82,1315,22,780
1,25959.0,1,1,1,4,2,12
0,27100.0,1,0,64,12,0,13
0,70596.0,0,0,68,347,44,534
0,42557.0,0,1,98,192,5,53
0,53312.0,0,0,32,241,0,12
0,72228.0,0,0,87,631,28,491
0,67605.0,0,0,84,336,28,282
0,62845.0,1,1,3,1099,0,45
0,65196.0,0,2,34,743,19,181
1,42000.0,0,0,23,124,83,267
0,35860.0,1,1,37,15,0,8
0,65526.0,0,1,22,397,19,69
0,16860.0,1,1,19,10,4,4
1,83528.0,0,0,7,530,117,678
0,64176.0,0,1,52,1215,33,249
0,22304.0,0,0,91,3,2,7
0,67023.0,0,0,93,444,44,382
0,32892.0,1,0,78,26,0,15
0,70713.0,0,1,23,736,114,279
0,59925.0,0,1,83,473,21,176
0,39722.0,0,1,92,32,0,5
0,46610.0,0,0,4,288,10,30
0,88347.0,0,0,32,1050,178,555
0,87171.0,0,0,27,1001,44,107
0,26907.0,1,1,10,9,1,7
0,50014.0,1,0,9,234,14,77
0,41014.0,1,0,65,7,2,6
0,66294.0,0,0,68,251,108,334
1,36715.0,1,0,16,172,10,125
1,79456.0,0,0,12,565,42,548
0,40479.0,1,0,95,5,0,8
1,75345.0,0,0,16,918,57,842
0,54233.0,0,1,46,652,8,158
0,24163.0,1,1,3,4,1,7
1,84460.0,0,0,80,152,27,103
0,43776.0,1,0,77,8,0,9
1,71691.0,0,0,0,336,130,411
0,85844.0,0,0,62,938,19,843
0,39190.0,1,0,91,68,8,18
0,71367.0,0,0,24,227,23,389
0,38578.0,1,1,2,38,4,22
0,57236.0,1,1,22,105,0,9
0,61825.0,0,1,56,162,50,100
0,79803.0,0,1,54,574,8,216
0,80910.0,0,0,71,160,80,369
0,27590.0,1,0,38,6,0,5
0,56775.0,0,1,62,614,35,160
1,83829.0,0,0,78,897,161,430
0,54210.0,0,1,18,70,54,109
0,38508.0,1,0,95,120,19,206
0,53187.0,1,0,66,211,2,30
0,30023.0,1,0,28,11,0,16
0,76045.0,0,0,78,760,53,400
0,50870.0,0,1,13,53,0,8
0,15315.0,0,0,27,7,4,13
0,65463.0,1,0,17,391,32,70
0,66480.0,1,1,71,199,9,57
0,76773.0,0,0,79,516,56,449
1,81698.0,0,0,1,709,45,115
0,54466.0,1,1,78,12,0,4
0,98777.0,0,0,23,1000,19,711
0,16269.0,1,0,75,19,3,18
0,71819.0,0,1,70,1224,28,140
1,33569.0,1,0,10,16,2,18
1,36262.0,0,0,24,88,39,54
0,22634.0,0,0,47,2,23,11
0,47025.0,0,1,98,508,11,59
0,70566.0,0,1,4,381,28,215
0,31605.0,1,0,15,74,0,42
0,52034.0,1,1,67,146,0,93
0,48526.0,1,0,32,23,17,23
0,46734.0,0,1,40,110,5,137
1,39552.0,1,1,54,165,3,147
0,86358.0,1,1,78,957,47,494
0,46931.0,2,1,94,41,0,17
0,16581.0,0,0,51,1,3,4
1,63998.0,0,0,42,176,29,818
0,67381.0,0,1,67,815,8,53
0,25930.0,1,1,87,6,1,2
0,42693.0,1,0,29,8,4,20
0,85606.0,0,1,89,717,42,864
1,72903.0,0,0,74,1067,138,750
0,49669.0,1,0,97,166,5,107
0,36778.0,1,1,63,29,4,34
1,85696.0,0,0,88,714,76,395
0,10979.0,0,0,34,8,4,10
0,49678.0,0,1,81,229,5,56
0,56129.0,0,1,65,320,48,133
0,37155.0,1,0,51,23,0,26
0,21282.0,1,0,76,1,5,8
0,33419.0,0,1,76,56,0,12
0,63285.0,0,0,84,508,124,249
0,21255.0,1,0,56,29,0,25
1,42162.0,1,0,31,46,7,59
0,54450.0,1,1,0,454,0,171
0,57744.0,0,1,91,350,3,39
1,26576.0,1,0,40,10,0,8
0,57513.0,0,0,59,735,40,183
0,68142.0,0,1,96,897,126,196
0,7500.0,0,1,61,5,2,3
1,83145.0,0,0,14,777,35,731
0,54197.0,0,1,16,162,6,37
0,23091.0,1,1,98,35,0,11
1,46049.0,1,1,11,342,9,112
0,56715.0,0,0,52,258,105,239
0,79410.0,0,0,19,658,80,483
0,57304.0,0,1,61,356,80,329
0,44375.0,0,1,73,213,5,28
0,54450.0,1,1,0,454,0,171
0,59594.0,0,1,74,457,4,29
0,80685.0,0,0,55,241,45,604
0,40344.0,0,1,48,210,0,6
0,62710.0,0,1,53,441,35,83
0,48985.0,0,1,13,19,13,18
0,35322.0,1,2,34,28,9,37
0,77142.0,0,0,54,476,75,162
0,81657.0,0,0,69,364,40,425
0,14421.0,0,0,81,0,0,2
0,20130.0,0,0,99,0,6,3
0,74214.0,0,0,3,863,83,547
0,66726.0,1,1,61,349,7,35
0,23724.0,1,0,65,5,23,15
0,47353.0,0,1,93,184,2,19
0,33444.0,1,1,24,8,0,8
0,54386.0,0,1,8,277,21,64
0,28510.0,1,1,72,44,5,19
0,90638.0,0,0,29,1156,120,915
0,48070.0,0,1,33,373,14,83
0,43140.0,0,1,68,134,8,76
1,54959.0,0,1,55,1148,0,60
0,15056.0,1,1,76,6,12,3
0,26954.0,1,0,17,4,1,11
0,22327.0,1,0,94,5,4,8
0,44393.0,1,1,86,24,2,20
0,62000.0,0,1,25,899,0,101
0,31497.0,0,1,22,108,1,28
0,45894.0,0,2,15,27,2,7
1,78579.0,0,0,35,816,66,549
1,67369.0,0,1,81,1298,0,70
0,58401.0,0,1,55,10,0,11
0,62307.0,0,1,94,87,13,34
0,43641.0,1,1,50,57,2,51
0,63841.0,0,1,64,635,15,100
0,46891.0,0,1,91,43,12,23
0,70091.0,1,0,11,964,34,137
0,78075.0,0,0,72,572,8,259
0,59184.0,0,1,6,341,142,113
0,54809.0,1,1,0,63,6,57
0,58113.0,0,1,66,221,104,169
0,51412.0,0,1,42,140,3,29
1,15287.0,1,0,60,1,2,8
0,66636.0,0,0,64,291,10,689
0,50965.0,0,1,87,544,13,85
0,84618.0,0,0,96,684,100,801
0,18351.0,0,0,1,1,12,9
0,40451.0,0,2,54,35,0,4
0,36317.0,0,1,53,87,3,25
0,42213.0,0,1,96,309,3,24
0,65748.0,0,1,58,172,73,93
0,77044.0,0,1,12,625,38,242
0,74918.0,0,0,78,972,59,913
0,56721.0,1,1,64,157,6,39
1,42160.0,1,1,26,48,9,45
0,61559.0,0,1,8,279,83,88
0,33629.0,1,1,49,132,0,16
0,68682.0,0,0,56,919,0,505
0,34377.0,0,1,55,62,0,22
0,8940.0,1,0,25,1,45,3
0,26228.0,1,0,50,2,6,4
0,77297.0,0,0,84,408,61,109
0,40211.0,1,1,30,51,1,7
0,33438.0,1,1,81,62,1,16
0,75032.0,0,1,74,952,12,180
0,61284.0,0,0,76,618,15,106
1,22518.0,1,0,36,11,7,12
0,54730.0,0,1,64,318,3,17
0,38452.0,1,1,62,56,0,14
0,44421.0,1,1,53,110,5,59
0,38197.0,1,0,86,23,0,11
0,41986.0,0,1,15,27,5,8
0,28427.0,1,0,67,18,3,19
0,37395.0,1,0,47,18,0,9
0,64722.0,1,0,47,303,0,280
0,55249.0,0,1,81,97,1,19
0,84906.0,0,0,98,997,15,414
0,28691.0,1,0,56,5,4,13
0,44213.0,1,1,48,95,11,35
0,25707.0,1,0,18,1,6,2
0,59062.0,2,1,74,46,1,12
0,76624.0,0,1,68,411,106,147
0,66000.0,0,0,36,244,51,270
0,27683.0,1,0,90,152,9,121
0,1730.0,0,0,65,1,1,3
0,7500.0,1,0,63,10,17,18
0,40521.0,1,1,82,12,0,5
0,20427.0,1,0,63,5,0,4
0,65106.0,0,1,55,790,19,133
1,69969.0,0,0,64,882,29,514
0,67433.0,0,2,51,615,28,259
1,77766.0,0,1,97,1004,59,265
0,74716.0,0,1,92,133,27,421
0,68118.0,0,1,51,595,23,123
1,55158.0,1,1,72,293,0,87
1,62972.0,0,1,39,313,15,47
0,74190.0,0,1,49,151,81,86
0,39356.0,1,1,21,15,0,2
0,76653.0,0,0,91,736,63,946
0,35860.0,1,1,37,15,0,8
1,90687.0,0,0,98,982,17,672
0,73450.0,0,0,85,1142,51,415
0,31454.0,1,1,40,28,0,11
1,47139.0,1,1,2,46,0,12
1,83829.0,0,0,78,897,161,430
1,53378.0,1,1,41,489,6,152
0,19656.0,1,0,94,25,4,9
0,45579.0,0,1,10,145,1,33
0,85485.0,0,0,73,630,26,611
0,55956.0,0,0,22,760,38,104
0,64191.0,0,1,30,420,15,186
1,38808.0,1,0,21,125,17,52
0,57183.0,1,1,51,464,5,64
0,23748.0,1,0,97,6,6,29
0,66303.0,0,1,56,1090,12,96
0,37368.0,1,0,4,3,2,11
0,40800.0,1,2,77,24,0,27
0,71847.0,0,0,95,737,21,106
0,46149.0,0,1,36,254,6,71
1,78687.0,0,0,13,817,185,687
1,49118.0,0,0,90,620,54,239
0,37633.0,1,1,49,13,4,20
0,39767.0,0,0,18,113,61,204
0,26997.0,0,0,89,7,23,78
0,33986.0,1,0,43,16,2,18
1,57091.0,0,1,82,462,0,24
0,46831.0,1,1,84,22,2,10
1,83151.0,0,0,80,968,147,842
0,52531.0,0,0,68,283,112,151
0,15759.0,0,0,12,1,2,5
0,22804.0,1,0,75,14,1,7
0,43050.0,1,0,10,30,5,24
0,42997.0,1,1,91,4,0,5
0,48918.0,1,1,21,52,0,9
0,60033.0,0,1,28,62,1,57
0,34043.0,1,0,97,20,2,14
0,57811.0,0,1,49,545,7,114
1,78569.0,0,0,14,558,79,622
0,7500.0,1,1,5,6,5,4
0,157733.0,1,0,37,39,1,9
1,94384.0,0,0,62,1111,24,790
0,23148.0,0,0,83,4,6,8
0,44267.0,1,1,48,183,5,65
0,71626.0,0,0,94,546,72,376
0,60894.0,0,1,61,606,7,155
0,50200.0,1,1,70,266,6,51
0,81051.0,0,0,43,1142,29,249
1,65169.0,0,0,23,1074,0,69
0,59868.0,0,1,37,771,51,154
0,65695.0,0,1,50,371,32,189
0,64857.0,0,0,78,556,14,717
0,45143.0,0,1,74,202,5,74
0,74805.0,0,1,14,209,162,209
0,59060.0,1,0,77,35,40,111
0,27238.0,1,1,39,37,0,17
0,47009.0,0,1,89,171,45,73
0,46094.0,1,1,62,12,2,20
0,40321.0,1,1,59,44,4,21
0,37235.0,1,0,68,20,2,9
0,81843.0,0,0,13,779,86,537
0,46692.0,0,1,37,170,6,97
0,77382.0,0,1,36,491,48,231
1,37774.0,2,0,28,173,8,107
0,18393.0,1,0,2,7,10,13
0,72828.0,0,1,17,1205,0,235
0,24711.0,0,0,86,10,7,25
0,45503.0,1,0,54,97,4,44
0,6560.0,0,0,2,67,11,26
1,71604.0,0,0,3,345,53,528
0,27244.0,1,0,84,6,5,17
1,48752.0,1,1,8,73,57,100
0,71434.0,0,1,4,711,36,217
0,90842.0,0,0,57,774,70,118
1,88097.0,1,0,24,163,0,480
0,51948.0,0,1,51,82,33,54
0,71853.0,0,0,29,358,108,413
0,35876.0,0,0,13,66,2,40
0,40049.0,0,1,23,13,6,7
1,39660.0,1,0,36,139,13,78
0,50127.0,0,1,88,274,0,21
0,43263.0,0,1,2,262,6,61
1,62845.0,1,1,3,1099,0,45
0,18929.0,0,0,15,32,0,8
0,24367.0,1,0,58,2,4,2
0,33249.0,1,0,11,6,10,21
0,26887.0,0,1,27,6,7,4
0,50150.0,0,0,32,135,46,92
0,62061.0,0,1,12,641,7,84
1,85696.0,0,0,88,714,76,395
0,76542.0,0,0,91,794,73,573
1,70515.0,0,0,12,420,0,452
0,18227.0,1,0,21,1,2,7
0,69139.0,0,1,23,86,12,75
1,69109.0,0,0,10,823,25,459
0,69627.0,0,1,35,231,161,215
0,38136.0,1,0,69,8,15,27
0,62159.0,0,0,68,182,17,259
0,80695.0,0,0,85,557,129,984
0,33316.0,1,1,34,79,1,31
0,58554.0,1,1,55,368,24,68
0,17256.0,1,0,10,6,4,14
0,53034.0,1,1,30,160,15,196
0,52203.0,0,0,36,488,21,238
0,59601.0,0,1,14,691,7,69
1,75154.0,0,1,79,543,10,205
0,47025.0,0,1,52,254,7,108
0,37971.0,1,0,97,5,4,10
0,41335.0,1,0,24,112,19,21
0,67267.0,0,1,0,134,11,59
0,57338.0,0,1,96,143,6,52
0,50523.0,1,1,89,51,4,24
0,35791.0,2,1,94,27,0,5
0,50611.0,0,1,98,459,0,24
0,56242.0,0,1,72,689,8,167
0,48904.0,0,1,1,283,10,38
0,56243.0,1,2,26,347,0,35
1,21355.0,1,0,5,5,13,14
0,57420.0,0,1,22,280,0,18
0,46390.0,0,1,56,95,14,64
0,54342.0,1,1,74,84,10,34
0,20895.0,1,0,24,18,3,17
0,92344.0,0,0,9,992,24,694
0,26907.0,1,1,10,9,1,7
0,44964.0,1,1,35,19,1,17
0,75507.0,0,0,56,709,93,374
0,53761.0,1,1,7,158,0,76
0,22682.0,1,0,51,10,14,29
0,38887.0,1,0,17,25,1,13
0,41658.0,1,1,30,8,4,12
0,29791.0,1,0,21,14,0,6
0,63915.0,0,2,2,622,7,115
0,39996.0,1,1,85,11,0,3
0,26759.0,1,0,65,25,3,16
0,63841.0,0,1,64,635,15,100
0,51039.0,1,1,11,100,64,79
0,60544.0,1,1,92,201,2,43
0,65685.0,0,1,54,642,14,49
0,37716.0,0,1,4,97,1,41
1,36864.0,0,1,53,204,5,39
0,44511.0,1,0,39,513,7,133
0,36947.0,1,1,49,88,3,21
0,47352.0,0,1,70,172,12,112
0,67087.0,0,1,40,329,35,222
0,57045.0,0,1,40,296,13,104
1,36957.0,1,1,43,100,2,16
0,69389.0,0,1,17,422,7,238
1,80134.0,1,0,40,1218,16,272
0,43142.0,1,1,84,5,1,7
1,80589.0,0,0,25,507,93,520
0,34412.0,1,0,62,52,12,50
0,57537.0,1,0,83,191,56,139
0,22634.0,0,0,47,2,23,11
0,51315.0,0,0,45,68,28,39
0,36026.0,2,1,34,20,4,10
0,24639.0,1,1,3,20,3,16
0,34578.0,2,1,1,7,0,1
0,65704.0,0,0,18,279,172,74
0,63810.0,0,1,45,977,12,253
0,54132.0,0,1,81,30,1,8
0,18690.0,0,0,77,6,1,7
0,28164.0,1,0,23,3,18,26
0,34596.0,1,0,48,14,0,2
0,43269.0,1,0,61,10,1,7
0,38741.0,1,1,60,7,10,17
0,31907.0,0,0,75,33,87,64
0,27100.0,1,0,64,12,0,13
0,31163.0,1,0,54,2,3,10
0,92533.0,0,0,84,693,21,118
0,34853.0,1,1,75,9,3,15
0,70844.0,1,1,16,129,26,67
0,31086.0,1,1,79,16,2,11
0,60544.0,1,1,92,201,2,43
0,20491.0,0,0,16,5,4,5
0,42523.0,0,0,96,14,36,11
0,39922.0,1,0,30,29,12,59
0,33402.0,1,1,60,26,2,19
0,36408.0,1,1,11,9,1,4
1,21645.0,1,0,75,14,0,23
1,78427.0,0,0,36,972,19,595
0,82657.0,0,0,71,966,168,672
0,51876.0,0,0,88,99,27,102
0,78041.0,0,0,93,482,35,553
0,52852.0,0,1,93,714,8,99
0,70038.0,0,0,54,587,54,348
0,69401.0,0,1,41,399,27,159
0,46053.0,1,0,46,56,10,92
0,77343.0,0,0,28,227,151,573
1,73892.0,0,0,40,703,102,601
0,40304.0,1,0,82,37,0,17
0,32727.0,0,0,38,167,13,180
0,68695.0,0,0,3,458,81,356
1,43300.0,0,1,87,91,3,52
0,26290.0,1,1,49,15,8,16
1,93790.0,0,0,16,1302,68,731
1,38410.0,0,0,65,153,64,123
0,64866.0,0,1,9,508,5,21
0,57957.0,0,1,24,290,59,177
0,46015.0,1,1,25,38,0,2
0,16531.0,1,0,43,2,13,6
0,28072.0,1,0,10,30,0,10
0,49476.0,0,1,29,386,23,95
0,50725.0,0,1,45,443,10,75
0,83844.0,0,0,57,901,31,345
0,41145.0,1,1,20,9,0,3
0,67419.0,0,1,29,846,84,352
0,23162.0,1,1,82,8,3,9
0,34380.0,1,0,68,72,7,58
0,34704.0,0,1,65,29,0,5
1,94871.0,0,2,99,169,24,553
0,65148.0,0,1,9,460,35,422
0,39898.0,0,1,20,69,8,26
0,64857.0,0,0,78,556,14,717
0,59892.0,0,1,26,73,0,13
0,41020.0,0,0,68,112,1,54
